"","991
004","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","991
009","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","991
010","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","10","",".",".",".",".",".",".",".","90.0","",".",".",".","10.0",".",".",".","."
"GERMAN
424","Dept. Total","711","3.540","49.8","20.3","16.2","3.0","3.1","0.8","0.3","5.8","",".","0.1",".","0.3","0.1",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","75","3.380","40.0","21.3","26.7","4.0","6.7",".","1.3",".","",".",".",".",".",".",".",".","."
"Sophomore","","190","3.526","45.8","30.0","18.4","1.6","3.2","0.5","0.5",".","",".",".",".",".",".",".",".","."
"Junior","","133","3.429","45.9","21.8","19.5","7.5","3.0","2.3",".",".","",".",".",".",".",".",".",".","."
"Senior","","154","3.489","48.7","19.5","18.8","3.2","4.5","1.3",".","3.2","",".",".",".",".",".",".",".","0.6"
"Undergraduates","","552","3.471","45.8","23.9","19.9","3.8","4.0","1.1","0.4","0.9","",".",".",".",".",".",".",".","0.2"
"Special","","10","3.536","40.0","10.0","30.0",".",".",".",".","20.0","",".",".",".",".",".",".",".","."
"Graduate","","149","3.931","65.1","7.4","1.3",".",".",".",".","22.8","",".","0.7",".","1.3","0.7",".","0.7","."
"","Dept. Total","711","3.540","49.8","20.3","16.2","3.0","3.1","0.8","0.3","5.8","",".","0.1",".","0.3","0.1",".","0.1","0.1"
