"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"699","096","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","098","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","93","3.854","84.9","6.5","2.2",".","2.2",".","1.1",".",".",".",".",".","2.2",".",".","1.1"
"722
Graduate Painting I","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"908","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"908","003","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"908","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Art","Course Total","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"912
Adv Research-Drawing","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914
Advanced Research-Sculpture","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","005","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","080","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","090","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Painting","Course Total","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"924","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"924","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Ceramics","Course Total","","6","3.563","50.0","16.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"944
Adv Research-Art Metal","031","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"996","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"996","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","071","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","21","3.898","90.5",".",".","4.8",".",".",".",".",".",".",".",".","4.8",".",".","."
"999","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","005","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","008","","8","3.917","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","011","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","015","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","020","","11","3.862","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","025","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","031","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","034","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","","Page 72 of 401"
