"","946
002","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","946
010","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","946
013","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Child Psych Clerk-CSC","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","","",""
"PSYCHIAT
814","Dept. Total","","82","3.677","51.2","34.1","12.2","1.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.2"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","72","3.665","50.0","33.3","13.9","1.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.4"
"Prof Yr 4","","","7","3.750","42.9","57.1",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","79","3.670","49.4","35.4","12.7","1.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.3"
"","Dept. Total","","82","3.677","51.2","34.1","12.2","1.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.2"
