"","991
009","2","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","991
012","4","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","991
017","2","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"Indiv Research-Slavic Lit","Course Total","14","",".",".",".",".",".",".",".","92.9","",".",".",".","",".","",".",".","7.1","."
"SLAVIC
888","Dept. Total","288","3.686","65.6","12.2","9.7","2.8","1.4","0.7","0.3","6.3","",".",".",".","",".","",".",".","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","18","3.285","38.9","16.7","27.8","5.6","11.1",".",".",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","44","3.775","81.8","9.1","4.5","2.3",".","2.3",".",".","",".",".",".","",".","",".",".",".","."
"Junior","","58","3.648","65.5","17.2","12.1","3.4","1.7",".",".",".","",".",".",".","",".","",".",".",".","."
"Senior","","93","3.643","64.5","15.1","11.8","4.3","1.1","1.1","1.1","1.1","",".",".",".","",".","",".",".",".","."
"Undergraduates","","213","3.640","66.2","14.6","11.7","3.8","1.9","0.9","0.5","0.5","",".",".",".","",".","",".",".",".","."
"Special","","5","3.733","60.0",".","20.0",".",".",".",".","20.0","",".",".",".","",".","",".",".",".","."
"Graduate","","70","3.907","64.3","5.7","2.9",".",".",".",".","22.9","",".",".",".","",".","",".",".","4.3","."
"","Dept. Total","288","3.686","65.6","12.2","9.7","2.8","1.4","0.7","0.3","6.3","",".",".",".","",".","",".",".","1.0","."
