"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","101
001","269","2.603","17.1","10.4","23.8","7.1","28.6","8.2","4.5",".",".",".",".",".",".",".","0.4","."
"","101
002","406","2.569","16.0","6.2","26.6","11.1","27.8","8.1","4.2",".",".",".",".",".",".",".",".","."
"Animal Biology","Course Total","675","2.582","16.4","7.9","25.5","9.5","28.1","8.1","4.3",".",".",".",".",".",".",".","0.1","."
"","102
001","26","3.058","11.5","30.8","42.3","3.8","7.7",".","3.8",".",".",".",".",".",".",".",".","."
"","102
002","26","3.481","42.3","23.1","26.9","3.8","3.8",".",".",".",".",".",".",".",".",".",".","."
"","102
003","28","3.661","50.0","35.7","10.7","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","28","3.536","46.4","25.0","21.4","3.6","3.6",".",".",".",".",".",".",".",".",".",".","."
"","102
005","24","3.667","45.8","41.7","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","26","3.481","23.1","53.8","19.2","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","102
007","27","3.685","55.6","25.9","18.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
008","26","3.154","11.5","42.3","30.8","11.5",".",".","3.8",".",".",".",".",".",".",".",".","."
"","102
009","27","3.426","40.7","25.9","22.2","7.4",".","3.7",".",".",".",".",".",".",".",".",".","."
"","102
010","27","3.648","51.9","29.6","14.8","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","102
011","25","3.220","32.0","16.0","40.0","4.0","4.0",".","4.0",".",".",".",".",".",".",".",".","."
"","102
012","27","3.741","63.0","25.9","7.4","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","102
013","22","3.659","63.6","13.6","13.6","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","102
014","25","3.500","60.0","12.0","16.0","8.0",".",".","4.0",".",".",".",".",".",".",".",".","."
"","102
015","28","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
016","27","3.259","11.1","48.1","29.6","3.7","7.4",".",".",".",".",".",".",".",".",".",".","."
"","102
017","25","3.260","40.0","28.0","16.0","8.0",".",".","8.0",".",".",".",".",".",".",".",".","."
"","102
018","26","3.673","69.2","15.4","7.7","3.8",".","3.8",".",".",".",".",".",".",".",".",".","."
"","102
019","22","3.114","13.6","27.3","36.4","13.6","9.1",".",".",".",".",".",".",".",".",".",".","."
"Animal Biology Laboratory","Course Total","492","3.485","42.9","28.7","20.1","4.9","1.8","0.4","1.2",".",".",".",".",".",".",".",".","."
"","151
001","177","2.870","16.4","9.0","42.4","7.9","19.8","3.4","1.1",".",".",".",".",".",".",".",".","."
"","151
002","159","2.699","15.7","10.1","30.2","8.2","25.8","7.5","1.9","0.6",".",".",".",".",".",".",".","."
"Introductory Biology","Course Total","336","2.790","16.1","9.5","36.6","8.0","22.6","5.4","1.5","0.3",".",".",".",".",".",".",".","."
"","152
001","213","3.134","31.5","9.9","36.6","4.7","13.1","3.8",".",".",".",".",".",".",".","0.5",".","."
"","152
002","194","3.170","23.2","18.6","41.2","5.2","10.8","1.0",".",".",".",".",".",".",".",".",".","."
"","152
003","156","3.038","18.6","8.3","50.0","12.2","9.6","0.6","0.6",".",".",".",".",".",".",".",".","."
"Introductory Biology","Course Total","563","3.120","25.0","12.4","41.9","6.9","11.4","2.0","0.2",".",".",".",".",".",".","0.2",".","."
"Biology and Society","220
001","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Ecology","260
001","54","3.096","29.6","14.8","22.2","11.1","14.8","3.7",".",".",".",".",".",".",".","3.7",".","."
"Introduction to Entomology","302
001","24","3.021","37.5","12.5","16.7","8.3","16.7","4.2","4.2",".",".",".",".",".",".",".",".","."
"Hum/An Relatn:Bio&Phils Iss","335
001","113","2.960","25.7","7.1","37.2","4.4","21.2","3.5","0.9",".",".",".",".",".",".",".",".","."
"Parasitology","350
001","84","2.827","19.0","8.3","40.5",".","26.2","3.6","2.4",".",".",".",".",".",".",".",".","."
"Parasitology Laboratory","351
001","7","3.214","42.9","14.3","14.3",".","28.6",".",".",".",".",".",".",".",".",".",".","."
"","380
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","380
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Proseminar","Course Total","2","***","","","","","","","","","","","","","","","",""
"Evolutionary Biology","410
001","147","3.003","36.1","11.6","17.0","8.2","19.7","2.7","4.1","0.7",".",".",".",".",".",".",".","."
"Midwest Ecol Iss: Case Study","450
001","32","3.156","18.8","31.3","31.3","6.3","9.4","3.1",".",".",".",".",".",".",".",".",".","."
"General Ecology","460
001","37","3.257","45.9",".","37.8","2.7","10.8",".","2.7",".",".",".",".",".",".",".",".","."
"General Genetics","466
001","57","2.825","12.3","17.5","31.6","17.5","12.3","8.8",".",".",".",".",".",".",".",".",".","."
"Intro to Animal Development","470
001","129","2.907","24.0","16.3","18.6","16.3","17.8","5.4","1.6",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 320 of 401",""
