"","699
005","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
006","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
007","2","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"JEWISH
510","Dept. Total","160","3.464","33.8","35.6","17.5","3.1","3.1","0.6","0.6","4.4","0.6",".","",".","",".","",".","0.6",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","3.769","50.0","50.0",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","34","3.620","41.2","44.1","11.8","2.9",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Junior","","40","3.431","27.5","47.5","15.0","2.5","2.5",".","2.5","2.5",".",".","",".","",".","",".",".",".","."
"Senior","","77","3.382","32.5","27.3","22.1","3.9","5.2","1.3",".","6.5","1.3",".","",".","",".","",".",".",".","."
"Undergraduates","","155","3.460","33.5","36.8","17.4","3.2","3.2","0.6","0.6","3.9","0.6",".","",".","",".","",".",".",".","."
"Special","","4","3.500","25.0",".","25.0",".",".",".",".","25.0",".",".","",".","",".","",".","25.0",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","160","3.464","33.8","35.6","17.5","3.1","3.1","0.6","0.6","4.4","0.6",".","",".","",".","",".","0.6",".","."
