"Foundations of US Air Force II","102
001","","20","3.950","95.0",".","5.0",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Evolution of US Air & Space II","202
001","","16","3.533","56.3","12.5","6.3","12.5","6.3",".","",".","","6.3",".","",".",".","",".","",".","",".",".","."
"Leadership Studies II","304
001","","9","4.000","100.0",".",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Preparation for Active Duty","402
001","","15","4.000","100.0",".",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"A F AERO
102","Dept. Total","","60","3.925","86.7","3.3","3.3","3.3","1.7","",".","",".","1.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","8","3.813","75.0","12.5","12.5",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","16","3.813","81.3","6.3","6.3","6.3",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","16","3.865","87.5",".",".","6.3","6.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","20","4.000","95.0",".",".",".",".","",".","",".","5.0","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","60","3.925","86.7","3.3","3.3","3.3","1.7","",".","",".","1.7","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","60","3.925","86.7","3.3","3.3","3.3","1.7","",".","",".","1.7","",".",".","",".","",".","",".",".",".","."
