"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Unfair Trade Practices","843
001","26","3.587","42.3","19.2","26.9",".",".",".",".","7.7",".",".",".",".","3.8",".",".","."
"Taxation of Trusts&Estates","844
001","9","2.571","33.3",".","22.2",".",".",".",".","22.2",".",".",".",".",".",".",".","."
"Water Rights Law","845
001","23","3.545","39.1","30.4","21.7","4.3",".",".",".","4.3",".",".",".",".",".",".",".","."
"","850
001","53","2.686","37.7","7.5","20.8",".","7.5",".",".","3.8",".",".",".",".",".",".",".","."
"","850
002","40","0.725","5.0",".","7.5",".","15.0",".",".",".",".",".",".",".",".",".",".","."
"Professnl Responsibilities","Course Total","93","1.894","23.7","4.3","15.1",".","10.8",".",".","2.2",".",".",".",".",".",".",".","."
"","852
001","8","1.500","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","852
002","14","1.286","28.6",".",".",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","852
003","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
004","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
005","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
006","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","65","1.364","10.8",".",".",".","1.5",".",".","66.2",".",".",".",".",".",".",".","."
"","854
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
003","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
005","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
006","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
008","10","",".",".",".",".",".",".",".","80.0",".",".",".",".","20.0",".",".","."
"","854
009","37","",".",".",".",".",".",".",".","97.3",".",".",".",".",".",".","2.7","."
"","854
010","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
011","12","2.545","58.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","854
012","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Program","Course Total","114","2.545","6.1",".",".",".",".",".",".","86.8",".",".",".",".","1.8",".","0.9","."
"Collctv Bargang-Arbtrn Proc","858
001","9","3.813","66.7","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","11.1","."
"Advanced Criminal Procedure","860
001","15","2.533","53.3",".","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Institutionalized Persons","862
001","42","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Litigation in Criminl Cases","863
001","17","3.882","76.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"State and Local Taxation","868
001","25","3.375","28.0","8.0","24.0",".",".","4.0",".","36.0",".",".",".",".",".",".",".","."
"International Tax","870
001","27","3.444","37.0","44.4","11.1",".",".","3.7",".",".",".",".",".",".",".",".",".","."
"Legal Iss: N Amer & E Asia","872
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","61","",".",".",".",".",".",".",".","98.4",".",".",".",".","1.6",".",".","."
"Womens Law Journal","896
001","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","78","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Juvenile Justice Adm","902
001","14","1.750","28.6",".","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","904
001","18","1.063","11.1",".","16.7",".",".",".","5.6","11.1",".",".",".",".",".",".",".","."
"","904
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","904
003","20","3.531","30.0","30.0","15.0","5.0",".",".",".","20.0",".",".",".",".",".",".",".","."
"","904
004","10","3.000","60.0",".","20.0",".",".",".","20.0",".",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","Course Total","53","2.577","35.8","11.3","15.1","1.9",".",".","5.7","11.3",".",".",".",".",".",".",".","."
"Probs-Commercial Law","913
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
