"NUTRITIONAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"991","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","052","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Nutrition","Course Total","","37","",".",".",".",".",".",".",".","89.2",".",".",".","10.8",".",".",".","."
"993
Independent Study-Nutrition","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"NUTR SCI
694","Dept. Total","","1560","2.828","19.8","13.4","20.1","11.9","23.1","4.4","0.9","5.7","0.1",".",".","0.3","0.1","0.1","0.1","0.1"
