"","990
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
023","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Research and Thesis","Course Total","30","",".",".",".",".",".",".",".","96.7",".",".",".",".",".",".","3.3","."
"F&W ECOL
396","Dept. Total","365","3.412","46.6","15.6","12.9","6.0","4.7","0.8","1.4","11.2",".",".",".",".","0.3",".","0.3","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.240","44.4","18.5","11.1","18.5","3.7",".","3.7",".",".",".",".",".",".",".",".","."
"Sophomore","","63","3.462","60.3","12.7","11.1","9.5","3.2","1.6","1.6",".",".",".",".",".",".",".",".","."
"Junior","","73","3.506","56.2","15.1","16.4","4.1","5.5",".",".","1.4",".",".",".",".",".",".",".","1.4"
"Senior","","116","3.239","41.4","19.0","18.1","6.9","8.6","1.7","2.6","1.7",".",".",".",".",".",".",".","."
"Undergraduates","","279","3.352","49.8","16.5","15.4","7.9","6.1","1.1","1.8","1.1",".",".",".",".",".",".",".","0.4"
"Special","","7","3.636","14.3","42.9",".",".",".",".",".","42.9",".",".",".",".",".",".",".","."
"Graduate","","79","3.765","38.0","10.1","5.1",".",".",".",".","44.3",".",".",".",".","1.3",".","1.3","."
"","Dept. Total","365","3.412","46.6","15.6","12.9","6.0","4.7","0.8","1.4","11.2",".",".",".",".","0.3",".","0.3","0.3"
