"","991
054","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
058","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Nutrition","Course Total","37","",".",".",".",".",".",".",".","89.2",".",".",".","10.8",".",".",".","."
"Independent Study-Nutrition","993
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"NUTR SCI
694","Dept. Total","1560","2.828","19.8","13.4","20.1","11.9","23.1","4.4","0.9","5.7","0.1",".",".","0.3","0.1","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","453","2.507","7.9","10.8","19.9","18.3","34.0","6.6","2.0",".","0.2",".",".",".",".",".",".","0.2"
"Sophomore","","424","2.867","20.0","14.6","22.2","13.4","25.5","3.8","0.2","0.2",".",".",".",".",".",".",".","."
"Junior","","204","2.829","20.1","11.3","25.5","10.3","26.0","4.9","0.5","1.5",".",".",".",".",".",".",".","."
"Senior","","341","3.166","32.8","17.9","19.1","7.0","12.3","3.8","0.6","5.6",".",".",".",".",".","0.6","0.3","."
"Undergraduates","","1422","2.812","19.3","13.7","21.2","13.0","25.1","4.9","0.9","1.6","0.1",".",".",".",".","0.1","0.1","0.1"
"Special","","19","2.798","21.1","10.5","26.3",".","21.1",".","5.3","10.5",".",".",".",".","5.3",".",".","."
"Graduate","","112","3.596","22.3","10.7","6.3",".",".",".",".","57.1",".",".",".","3.6",".",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","5","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","7","3.842","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1560","2.828","19.8","13.4","20.1","11.9","23.1","4.4","0.9","5.7","0.1",".",".","0.3","0.1","0.1","0.1","0.1"
