"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","9246","3.519","47.1","19.1","14.4","","3.2 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","31","3.655","71.0","6.5","12.9","6.5","3.2",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","397","3.047","45.6","9.8","15.9","8.3","12.6","6.3","1.3",".",".","0.3",".",".",".",".",".","."
"Junior","","872","3.127","40.6","16.4","19.6","7.0","9.4","5.7","0.9","0.1",".","0.1",".",".",".",".","0.1","."
"Senior","","2010","3.495","55.0","16.4","17.6","4.0","4.3","1.4","0.2","0.5",".","0.2",".",".","0.1",".","0.1","."
"Undergraduates","","3310","3.341","50.2","15.5","17.9","5.3","6.6","3.1","0.5","0.4",".","0.2",".",".","0.1",".","0.1","."
"Special","","114","3.208","38.6","20.2","14.9","3.5","8.8","2.6","2.6","2.6",".",".",".",".","4.4",".","1.8","."
"Graduate","","1606","3.650","36.6","12.8","7.7","1.6","0.2","0.1","0.1","36.7","0.1","2.0",".","1.7","0.4",".","0.1","."
"Prof Yr 1","","1351","3.674","50.0","22.7","15.3","3.2","0.7",".",".","0.4",".","7.5",".",".","0.1",".",".","."
"Prof Yr 2","","1542","3.670","51.4","19.0","13.6","2.1","0.5",".","0.1","9.9",".","2.7",".","0.1","0.6",".","0.1","."
"Prof Yr 3","","640","3.501","35.5","37.0","21.3","0.9","0.3","0.2",".","2.3","0.5","0.6",".","0.2","0.5",".","0.3","0.5"
"Prof Yr 4","","703","3.744","55.2","26.2","6.0","0.7","0.1",".","0.1","10.7",".",".",".","1.0",".",".",".","."
"Professionals","","4236","3.639","49.2","24.1","14.0","2.0","0.5","0.0","0.0","5.9","0.1","3.5",".","0.2","0.4",".","0.1","0.1"
"","College Total","9266","3.519","47.2","19.0","14.3","3.2","2.7","1.2","0.3","9.2","0.1","2.0",".","0.4","0.3",".","0.1","0.0"
