"","999
038","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
048","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
093","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Research Prob","Course Total","12","4.000","100.0",".",".",".",".",".","",".",".",".",".","",".",".",".",".",".","."
"JOURN
512","Dept. Total","1373","3.449","36.1","29.6","21.3","5.8","1.8","0.5","",".","1.8","0.1","2.1","",".","0.2","0.2","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","82","3.358","26.8","32.9","31.7","4.9","2.4","1.2","",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","252","3.435","32.5","34.5","23.4","6.7","2.0","0.4","",".",".",".","0.4","",".",".",".",".",".","."
"Junior","","285","3.328","23.5","33.0","28.4","10.9","2.1",".","",".",".",".","1.4","",".",".",".","0.4","0.4","."
"Senior","","625","3.472","38.6","29.4","20.0","4.5","1.9","0.8","",".","0.5","0.2","3.8","",".","0.2",".",".","0.2","."
"Undergraduates","","1244","3.420","33.1","31.5","23.4","6.4","2.0","0.6","",".","0.2","0.1","2.3","",".","0.1",".","0.1","0.2","."
"Special","","9","3.667","44.4","33.3","11.1",".",".",".","",".",".",".",".","",".",".","11.1",".",".","."
"Graduate","","120","3.923","65.8","10.0","0.8",".",".",".","",".","18.3","0.8",".","",".","1.7","1.7",".","0.8","."
"","Dept. Total","1373","3.449","36.1","29.6","21.3","5.8","1.8","0.5","",".","1.8","0.1","2.1","",".","0.2","0.2","0.1","0.2","."
