"Seminar in Art Education","951
001","","4","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
059","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
061","","4","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Independent Reading","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","","","","",""
"ART ED
176","Dept. Total","","65","3.923","84.6","9.2","6.2","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"176
ART ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","3.500",".","100.0",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","47","3.906","80.9","10.6","8.5","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","48","3.900","79.2","12.5","8.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","7","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","10","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","65","3.923","84.6","9.2","6.2","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
