"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","201
007","13","3.269","38.5","15.4","15.4","23.1","7.7",".",".",".",".",".",".",".",".",".",".","."
"","201
008","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
009","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
010","17","3.382","29.4","41.2","17.6",".","11.8",".",".",".",".",".",".",".",".",".",".","."
"","201
011","20","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
012","14","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","202","3.748","69.8","15.8","10.4","2.0","2.0",".",".",".",".",".",".",".",".",".",".","."
"","203
001","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
002","13","3.192","30.8","30.8","23.1","7.7",".",".","7.7",".",".",".",".",".",".",".",".","."
"","203
003","16","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
004","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
005","16","3.844","81.3","6.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
006","17","3.765","64.7","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","98","3.755","69.4","19.4","9.2","1.0",".",".","1.0",".",".",".",".",".",".",".",".","."
"British Literature Before 1750","215
001","130","3.023","10.0","30.0","33.1","14.6","10.8",".","1.5",".",".",".",".",".",".",".",".","."
"","216
001","130","2.881","10.0","26.2","30.0","19.2","6.9","4.6","3.1",".",".",".",".",".",".",".",".","."
"","216
002","27","3.352","14.8","44.4","37.0","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"British&Anglo Lit 1750-Present","Course Total","157","2.944","10.8","29.3","31.2","16.6","5.7","3.8","2.5",".",".",".",".",".",".",".",".","."
"","217
001","98","3.536","36.7","44.9","15.3","1.0",".","1.0","1.0",".",".",".",".",".",".",".",".","."
"","217
002","26","3.442","42.3","19.2","26.9","7.7","3.8",".",".",".",".",".",".",".",".",".",".","."
"","217
003","26","3.058","26.9","7.7","30.8","19.2","15.4",".",".",".",".",".",".",".",".",".",".","."
"American Literature","Course Total","150","3.454","36.0","34.0","20.0","5.3","3.3","0.7","0.7",".",".",".",".",".",".",".",".","."
"Shakespearean Drama","220
001","162","2.801","8.0","16.0","42.6","12.3","14.2","3.1","3.1","0.6",".",".",".",".",".",".",".","."
"V Nabokov: Russ&Amer Writng","223
001","11","3.650","45.5","27.3","18.2",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Introduction to Shakespeare","226
001","32","3.500","50.0","15.6","18.8","6.3","6.3",".",".","3.1",".",".",".",".",".",".",".","."
"Women in Literature","001
250","57","2.939","14.0","22.8","35.1","10.5","12.3","1.8","3.5",".",".",".",".",".",".",".",".","."
"","300
001","14","3.250",".","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","15","3.833","73.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","17","3.706","52.9","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","46","3.609","43.5","37.0","17.4","2.2",".",".",".",".",".",".",".",".",".",".",".","."
"","301
001","16","3.833","62.5","31.3",".",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"","301
002","14","3.643","50.0","35.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","301
004","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
005","13","3.154","30.8","30.8","23.1",".","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","Course Total","54","3.632","55.6","29.6","7.4","1.9","1.9",".","1.9","1.9",".",".",".",".",".",".",".","."
"","302
001","13","3.542","30.8","46.2","7.7","7.7",".",".",".",".",".",".",".",".",".","7.7",".","."
"","302
002","13","3.692","61.5","23.1","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","Course Total","26","3.620","46.2","34.6","7.7","7.7",".",".",".",".",".",".",".",".",".","3.8",".","."
"Advanced Fiction Workshop","303
001","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Poetry Workshop","305
001","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","307
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Expository&Critical Writing","315
002","13","3.583","69.2","15.4",".",".",".",".","7.7","7.7",".",".",".",".",".",".",".","."
"Structure of English","324
001","28","3.679","57.1","28.6","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
