"","999
089","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
097","4","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
098","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Adv Ind Work-Applied Music","Course Total","49","3.898","83.7","12.2",".",".","2.0","",".","",".","",".","",".",".","",".","",".","2.0",".",".","."
"MUS PERF
664","Dept. Total","508","3.884","81.7","12.6","4.1","0.4","0.6","",".","",".","",".","",".",".","",".","",".","0.4","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","33","3.786","72.7","12.1","15.2",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","93","3.805","72.0","20.4","5.4","1.1","1.1","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","77","3.790","70.1","19.5","6.5","1.3","1.3","",".","",".","",".","",".",".","",".","",".","1.3",".",".","."
"Senior","","122","3.935","88.5","7.4","3.3",".",".","",".","",".","",".","",".",".","",".","",".",".","0.8",".","."
"Undergraduates","","325","3.847","77.8","14.5","5.8","0.6","0.6","",".","",".","",".","",".",".","",".","",".","0.3","0.3",".","."
"Special","","17","3.969","94.1","5.9",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","165","3.931","87.9","9.7","1.2",".","0.6","",".","",".","",".","",".",".","",".","",".","0.6",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","508","3.884","81.7","12.6","4.1","0.4","0.6","",".","",".","",".","",".",".","",".","",".","0.4","0.2",".","."
