"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - VET MED","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","",""
"Animal Hlth Hist Restraint","570
001","76","4.000","19.7",".",".",".",".",".",".","78.9",".",".",".",".","1.3",".",".","."
"Vet Diag&Therapeut Techniq","625
001","81","4.000","92.6",".",".",".",".",".",".","7.4",".",".",".",".",".",".",".","."
"Veterinary Nutrition","629
001","77","3.396","22.1","44.2","28.6","3.9",".","1.3",".",".",".",".",".",".",".",".",".","."
"Companion Animal&Equine Med II","633
001","81","3.123","21.0","11.1","54.3","3.7","7.4","2.5",".",".",".",".",".",".",".",".",".","."
"Small Animal Neurology","667
001","21","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Clin Dermatology Rotation","668
001","26","4.000","53.8",".",".",".",".",".",".","46.2",".",".",".",".",".",".",".","."
"","669
001","25","4.000","40.0",".",".",".",".",".",".","60.0",".",".",".",".",".",".",".","."
"","669
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Small Anml Cardiolgy Rotatn","Course Total","26","4.000","42.3",".",".",".",".",".",".","57.7",".",".",".",".",".",".",".","."
"","670
001","29","4.000","10.3",".",".",".",".",".",".","89.7",".",".",".",".",".",".",".","."
"","670
002","6","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Sr Rotation:Lrge Animal Med","Course Total","35","4.000","20.0",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","."
"Sr Rotation:Theriogenology","672
001","18","4.000","88.9",".",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Sr Rotation:Ambulatory Serv","674
001","45","4.000","31.1",".",".",".",".",".",".","68.9",".",".",".",".",".",".",".","."
"","675
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","675
003","34","4.000","32.4",".",".",".",".",".",".","67.6",".",".",".",".",".",".",".","."
"","675
004","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","675
006","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","675
007","6","4.000","33.3",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"","675
008","19","4.000","10.5",".",".",".",".",".",".","89.5",".",".",".",".",".",".",".","."
"","675
009","77","",".",".",".",".",".",".",".","97.4",".",".",".",".","2.6",".",".","."
"","675
015","75","",".",".",".",".",".",".",".","97.3",".",".",".",".","2.7",".",".","."
"","675
016","21","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","675
021","76","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","675
023","79","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","675
024","12","4.000","41.7",".",".",".",".",".",".","58.3",".",".",".",".",".",".",".","."
"","675
025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","Course Total","436","4.000","5.0",".",".",".",".",".",".","94.0",".",".",".",".","0.9",".",".","."
"","678
001","41","4.000","65.9",".",".",".",".",".",".","34.1",".",".",".",".",".",".",".","."
"","678
002","7","4.000","57.1",".",".",".",".",".",".","42.9",".",".",".",".",".",".",".","."
"Small Animal Internal Med","Course Total","48","4.000","64.6",".",".",".",".",".",".","35.4",".",".",".",".",".",".",".","."
"Small Animal Oncology","679
001","17","4.000","88.2",".",".",".",".",".",".","11.8",".",".",".",".",".",".",".","."
"","699
004","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
016","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
027","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
028","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 392 of 401",""
