"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","","",""
"LAW","College Total","3675","2.469","28.0","8.5","16.7","","0.8 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"LAW","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Junior","","2","2.500",".",".",".","50.0",".",".",".","50.0","",".",".",".","",".",".",".",".","."
"Undergraduates","","2","2.500",".",".",".","50.0",".",".",".","50.0","",".",".",".","",".",".",".",".","."
"Special","","35","1.953","22.9",".","25.7",".",".",".",".","17.1","",".",".",".","",".",".",".",".","."
"Graduate","","172","3.500","34.3","22.7","16.9","7.6",".",".",".","18.6","",".",".",".","",".",".",".",".","."
"Prof Yr 1","","1079","1.216","8.8",".","26.2",".","4.1","0.2","0.3",".","",".",".",".","",".",".",".","0.3","0.3"
"Prof Yr 2","","1237","3.325","37.6","12.0","13.5","0.7","1.1","0.7","0.2","27.2","",".",".",".","",".","0.6",".",".","."
"Prof Yr 3","","1113","3.287","36.0","11.1","11.4","0.4",".","0.8","0.4","33.1","",".",".",".","",".","0.2",".","0.2","."
"Prof Yr 4","","37","0.000",".",".",".",".",".",".",".","94.6","",".",".",".","",".",".",".",".","."
"Professionals","","3466","2.422","27.7","7.8","16.6","0.4","1.6","0.6","0.3","21.3","",".",".",".","",".","0.3",".","0.1","0.1"
"","College Total","3675","2.469","28.0","8.5","16.7","0.8","1.6","0.5","0.3","21.2","",".",".",".","",".","0.2",".","0.1","0.1"
