"PROFESSIONAL ORIENTATION","Section","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"812
PRO OR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Career Orientation","200
001","","34","3.971","94.1","5.9","",".",".","","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"PRO OR
812","Dept. Total","","34","3.971","94.1","5.9","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"812
PRO OR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","15","3.933","86.7","13.3","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","18","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","33","3.970","93.9","6.1","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","34","3.971","94.1","5.9","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
