"PHARMACY PRACTICE","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","","","","","",""
"","741
006","18","3.806","72.2","16.7","11.1",".",".",".","","",".",".",".","",".",".","",".","",".",".",".","."
"Ambulatry Phmceut Care Clrk","Course Total","39","3.885","84.6","7.7","7.7",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"","760
005","78","3.872","82.1","10.3","7.7",".",".",".","",".","",".",".","",".",".","",".","",".",".",".","."
"","760
006","76","3.901","82.9","14.5","2.6",".",".",".","",".","",".",".","",".",".","",".","",".",".",".","."
"","760
105","2","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","760
106","4","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Phmceut Care Specialty Clrkshp","Course Total","160","3.884","81.9","12.5","5.6",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Conf:Rsch Workers Hosp Phm","962
001","10","3.800","60.0","40.0",".",".",".",".","","",".",".",".","",".",".","",".","",".",".",".","."
"Advanced Independent Study","999
027","10","",".",".",".",".",".",".","",".","","100.0",".","",".",".","",".","",".",".",".","."
"PHM PRAC
728","Dept. Total","1422","3.632","60.8","17.3","14.3","4.7","1.9","",".","",".","0.9","",".",".","",".","",".","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","33","3.129","21.2","15.2","30.3","24.2","9.1","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","34","3.153","23.5","14.7","29.4","23.5","8.8","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","27","3.783","40.7","14.8","3.7",".",".","",".","",".","40.7","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","139","3.898","91.4","1.4","4.3",".","1.4","",".","",".",".","",".",".","",".","",".","0.7",".","0.7","."
"Prof Yr 2","","385","3.413","45.5","28.8","20.5","4.4","0.8","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","592","3.489","59.6","15.9","14.9","6.3","3.0","",".","",".","0.3","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","245","3.828","77.6","12.2","7.8","2.0","0.4","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1361","3.635","62.1","17.4","14.1","4.3","1.8","",".","",".","0.1","",".",".","",".","",".","0.1",".","0.1","."
"","Dept. Total","1422","3.632","60.8","17.3","14.3","4.7","1.9","",".","",".","0.9","",".",".","",".","",".","0.1",".","0.1","."
