"","990
028","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
033","4","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
038","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","38","",".",".",".",".",".",".",".","94.7","",".",".",".","2.6","",".",".","2.6","."
"HORT
476","Dept. Total","280","3.378","42.5","12.1","20.0","2.5","5.4","0.4","2.1","13.9","",".",".",".","0.4","",".",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","2.833","33.3",".","33.3","16.7",".",".","16.7",".","",".",".",".",".","",".",".",".","."
"Sophomore","","31","3.392","41.9","19.4","29.0",".","9.7",".",".",".","",".",".",".",".","",".",".",".","."
"Junior","","27","3.314","37.0","14.8","33.3","3.7","11.1",".",".",".","",".",".",".",".","",".",".",".","."
"Senior","","125","3.271","48.0","10.4","24.0","4.0","7.2","0.8","4.0","0.8","",".",".",".",".","",".",".","0.8","."
"Undergraduates","","189","3.284","45.0","12.2","26.5","3.7","7.9","0.5","3.2","0.5","",".",".",".",".","",".",".","0.5","."
"Special","","3","3.400","33.3",".","33.3",".",".",".",".","33.3","",".",".",".",".","",".",".",".","."
"Graduate","","88","3.748","37.5","12.5","5.7",".",".",".",".","42.0","",".",".",".","1.1","",".",".","1.1","."
"","Dept. Total","280","3.378","42.5","12.1","20.0","2.5","5.4","0.4","2.1","13.9","",".",".",".","0.4","",".",".","0.7","."
