"EGR","","","","","","","","","","","","","","","","","","","","","",""
"BIOMEDICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","",""
"B M E
207","Dept. Total","429","3.421","37.1","26.8","16.3","3.0","4.7","0.5","",".","10.0","",".",".","",".","1.2","0.2",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","17","3.300","11.8","70.6","11.8",".","5.9",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","68","3.188","29.4","36.8","20.6","2.9","8.8","1.5","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","189","3.403","44.4","25.9","18.5","4.8","5.8","0.5","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","274","3.349","38.7","31.4","18.6","4.0","6.6","0.7","",".",".","",".",".","",".",".",".",".",".","."
"Special","","13","3.419","23.1","53.8","15.4","7.7",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","158","3.596","31.0","13.3","10.1","0.6","1.3",".","",".","27.2","",".","12.0","",".","3.2","0.6",".","0.6","."
"Prof Yr 3","","4","3.357","25.0","25.0","25.0",".",".",".","",".",".","",".","25.0","",".",".",".",".",".","."
"Professionals","","4","3.357","25.0","25.0","25.0",".",".",".","",".",".","",".","25.0","",".",".",".",".",".","."
"","Dept. Total","449","3.421","35.4","25.6","15.6","2.9","4.5","0.4","",".","9.6","",".","4.5","",".","1.1","0.2",".","0.2","."
