"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","22","3.429","50.0","13.6","18.2","4.5","4.5","4.5",".","4.5",".",".",".",".",".",".",".","."
"","101
002","22","2.977","31.8","9.1","27.3","13.6","9.1","4.5","4.5",".",".",".",".",".",".",".",".","."
"","101
003","21","3.071","23.8","28.6","19.0","4.8","19.0","4.8",".",".",".",".",".",".",".",".",".","."
"","101
004","21","3.333","57.1","4.8","19.0","4.8","9.5",".","4.8",".",".",".",".",".",".",".",".","."
"","101
005","22","3.318","36.4","22.7","22.7","4.5","13.6",".",".",".",".",".",".",".",".",".",".","."
"","101
006","20","2.789","40.0","5.0","15.0","5.0","10.0","10.0","10.0","5.0",".",".",".",".",".",".",".","."
"","101
007","24","3.396","45.8","20.8","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","101
008","21","3.125","33.3","19.0","23.8","4.8","4.8","4.8","4.8","4.8",".",".",".",".",".",".",".","."
"","101
009","21","3.238","28.6","19.0","33.3","9.5","9.5",".",".",".",".",".",".",".",".",".",".","."
"","101
010","20","3.175","30.0","20.0","30.0","15.0",".",".","5.0",".",".",".",".",".",".",".",".","."
"","101
011","19","2.868","15.8","21.1","36.8","5.3","10.5","5.3","5.3",".",".",".",".",".",".",".",".","."
"","101
012","19","2.684","21.1","15.8","15.8","15.8","15.8","10.5","5.3",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","252","3.129","34.9","16.7","23.0","7.1","10.3","3.6","3.2","1.2",".",".",".",".",".",".",".","."
"","102
001","22","3.455","50.0","31.8","4.5","4.5","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","102
002","20","3.125","25.0","25.0","25.0",".","25.0",".",".",".",".",".",".",".",".",".",".","."
"","102
003","22","3.500","54.5","18.2","13.6","9.1",".","4.5",".",".",".",".",".",".",".",".",".","."
"","102
004","17","3.265","35.3","29.4","23.5",".","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"","005
102","22","2.909","27.3","18.2","18.2","9.1","18.2","4.5","4.5",".",".",".",".",".",".",".",".","."
"","102
006","22","3.119","22.7","22.7","36.4",".","4.5","9.1",".","4.5",".",".",".",".",".",".",".","."
"","102
007","24","3.239","16.7","37.5","29.2",".","12.5",".",".","4.2",".",".",".",".",".",".",".","."
"","102
008","24","3.458","37.5","29.2","25.0","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","102
009","24","3.354","33.3","29.2","29.2",".","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"","102
010","23","3.295","26.1","34.8","26.1","4.3",".",".","4.3",".",".",".",".",".",".",".","4.3","."
"","102
011","22","3.167","18.2","22.7","31.8","18.2","4.5",".",".","4.5",".",".",".",".",".",".",".","."
"","102
012","19","3.132","42.1","15.8","15.8","10.5","5.3","5.3","5.3",".",".",".",".",".",".",".",".","."
"","102
013","17","2.719","5.9","11.8","41.2","5.9","23.5","5.9",".","5.9",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","278","3.225","30.6","25.5","24.5","5.0","8.3","2.5","1.8","1.4",".",".",".",".",".",".","0.4","."
"","203
001","18","3.206","16.7","16.7","55.6",".","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"","203
002","23","3.000","21.7","8.7","34.8","17.4","17.4",".",".",".",".",".",".",".",".",".",".","."
"","203
003","22","3.095","13.6","18.2","45.5","9.1","9.1",".",".","4.5",".",".",".",".",".",".",".","."
"","203
004","23","3.196","21.7","39.1","13.0","8.7","17.4",".",".",".",".",".",".",".",".",".",".","."
"","005
203","21","3.000","28.6","14.3","19.0","14.3","14.3",".","4.8","4.8",".",".",".",".",".",".",".","."
"","006
203","22","3.167","27.3","22.7","18.2","9.1","18.2",".",".","4.5",".",".",".",".",".",".",".","."
"","203
007","22","2.381","9.1","4.5","22.7","13.6","31.8","9.1","4.5",".","4.5",".",".",".",".",".",".","."
"","203
008","22","3.333","22.7","36.4","22.7","9.1","4.5",".",".","4.5",".",".",".",".",".",".",".","."
"","203
009","24","2.729","16.7","20.8","20.8","8.3","20.8","8.3","4.2",".",".",".",".",".",".",".",".","."
"","203
010","22","3.364","27.3","27.3","40.9",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","203
011","21","2.738","9.5","19.0","23.8","23.8","19.0",".","4.8",".",".",".",".",".",".",".",".","."
"","203
012","24","3.125","16.7","20.8","45.8","4.2","12.5",".",".",".",".",".",".",".",".",".",".","."
"","203
013","18","3.278","16.7","44.4","27.8",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","203
014","23","2.783","8.7","13.0","34.8","13.0","30.4",".",".",".",".",".",".",".",".",".",".","."
"","203
015","21","2.738","4.8","23.8","38.1",".","28.6",".","4.8",".",".",".",".",".",".",".",".","."
"","203
016","23","3.217","8.7","39.1","43.5","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
017","23","3.326","26.1","26.1","39.1","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","372","3.037","17.5","23.1","32.0","8.3","15.1","1.1","1.3","1.3","0.3",".",".",".",".",".",".","."
