"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","100
048","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
049","19","3.553","63.2","15.8","15.8",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","100
050","19","3.474","57.9",".","36.8",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"Freshman Composition","Course Total","909","3.589","46.9","33.3","15.3","2.8","0.8","0.1","0.8",".",".",".",".",".",".","0.1",".","."
"","110
001","13","",".",".",".",".",".",".",".",".",".","92.3","7.7",".",".",".",".","."
"","110
002","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Intensv English as 2nd Lang","Course Total","22","",".",".",".",".",".",".",".",".",".","95.5","4.5",".",".",".",".","."
"ESL: Grammar-Academic Use","115
001","12","",".",".",".",".",".",".",".",".",".","91.7","8.3",".",".",".",".","."
"","116
001","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
002","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
003","13","",".",".",".",".",".",".",".",".",".","61.5","38.5",".",".",".",".","."
"","004
116","13","",".",".",".",".",".",".",".",".",".","76.9","23.1",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","55","",".",".",".",".",".",".",".",".",".","85.5","14.5",".",".",".",".","."
"","117
001","13","",".",".",".",".",".",".",".",".",".","92.3","7.7",".",".",".",".","."
"","117
002","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","117
003","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
004","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
005","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
006","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
007","10","",".",".",".",".",".",".",".",".",".","90.0","10.0",".",".",".",".","."
"ESL: Academic Writing I","Course Total","97","",".",".",".",".",".",".",".",".",".","96.9","3.1",".",".",".",".","."
"","118
001","15","3.667","53.3","33.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","118
002","16","3.594","50.0","37.5",".","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","118
003","15","3.600","33.3","53.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
004","13","3.577","46.2","30.8","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","118
005","17","2.813","29.4","5.9","23.5","17.6","5.9",".","11.8",".",".",".",".",".",".","5.9",".","."
"","118
006","15","3.700","60.0","26.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","007
118","16","3.719","50.0","43.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
008","15","3.767","60.0","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","122","3.550","47.5","32.8","9.8","5.7","1.6",".","1.6",".",".",".",".",".",".","0.8",".","."
"ESL:Oral Communicatn Skills","122
002","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Intro-Brit & Amer Lit pre-1914","167
001","153","3.365","32.7","31.4","22.9","7.2","3.3","0.7","1.3",".",".",".",".",".",".","0.7",".","."
"Intro to Modern Lit since 1900","168
001","266","3.243","20.3","30.8","37.6","5.6","3.4","0.4","1.5","0.4",".",".",".",".",".",".",".","."
"","169
001","327","3.270","26.9","27.2","27.5","12.2","3.4","1.2","0.6","0.9",".",".",".",".",".",".",".","."
"","002
169","300","3.301","25.0","31.0","32.0","7.3","1.7","0.7","1.3","0.7",".",".",".",".","0.3",".",".","."
"","169
003","140","3.339","24.3","35.7","30.0","6.4","2.9",".","0.7",".",".",".",".",".",".",".",".","."
"Intro to Modern American Lit","Course Total","767","3.298","25.7","30.2","29.7","9.3","2.6","0.8","0.9","0.7",".",".",".",".","0.1",".",".","."
"Lit & the Other Disciplines","175
001","28","2.857","25.0","21.4","14.3","21.4","7.1",".","10.7",".",".",".",".",".",".",".",".","."
"","201
001","18","3.694","55.6","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","16","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
003","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
004","18","3.694","55.6","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
005","16","3.781","81.3",".","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","201
006","16","3.625","62.5","12.5","18.8",".","6.3",".",".",".",".",".",".",".",".",".",".","."
