"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"Master's Research","Course Total","","39","",".",".",".",".",".",".",".","97.4",".",".",".","2.6",".",".",".","."
"838","002","","22","3.881","77.3","13.6","4.5",".",".",".",".","4.5",".",".",".",".",".",".",".","."
"838","003","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"838","004","","14","3.857","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Computing","Course Total","","43","3.893","81.4","11.6","4.7",".",".",".",".","2.3",".",".",".",".",".",".",".","."
"880
Topics in Theortcl Comp Sci","001","","11","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"899","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","013","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"899","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","022","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","082","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","085","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","086","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"899","092","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","097","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator Research","Course Total","","59","",".",".",".",".",".",".",".","96.6","1.7",".",".","1.7",".",".",".","."
"915
Computn&Informatcs in Biol&Med","001","","7","4.000","14.3",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","."
"990","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 193 of 401",""
