"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Practicum-Secondary Sci Ed","290
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practm-Secondry Sch English","296
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","305
001","","23","3.935","91.3","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
001","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
002","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lang & Lit-Secondary Curric","Course Total","","55","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
001","","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","26","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
003","","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teachng Art","Course Total","","70","3.957","94.3","2.9","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Gen Music-Secndry Schl","334
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Instrumental Music-Sec","336
001","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Teaching Music","Course Total","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","340
001","","26","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","340
002","","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","340
003","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elementary Educ Practicum One","Course Total","","73","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Teaching World Languages(6-12)","343
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
001","","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
002","","21","3.929","95.2",".",".","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","354
003","","25","3.860","88.0","4.0","4.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"Teaching Music","Course Total","","66","3.917","92.4","3.0","1.5","1.5","1.5",".",".",".",".",".",".",".",".",".",".","."
"Pract: Soc Studies-Sec Schl","358
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Tchg of Hist & Other Soc St","359
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Math-Sec Schl","361
001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","362
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
002","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
003","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
004","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
005","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drama in Education","Course Total","","44","3.989","97.7","2.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
001","","24","3.771","62.5","29.2","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
002","","25","3.680","48.0","44.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","364
003","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Education","Course Total","","73","3.815","69.9","24.7","4.1","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"","367
001","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
002","","22","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
003","","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
004","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum II","Course Total","","74","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","001
368","","24","3.958","95.8",".","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
