"","996
039","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","996
048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
049","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Materials Chemistry","Course Total","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"CHEM
224","Dept. Total","4884","2.985","26.9","12.7","26.8","7.7","14.3","3.2","1.6","5.1",".","1.4",".","0.3","0.0","0.0","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"Freshmen","","840","2.761","18.1","8.9","29.5","11.3","26.1","4.3","1.8",".",".",".",".",".",".",".",".","."
"Sophomore","","1418","3.030","27.2","12.6","31.7","8.2","15.1","3.6","1.6",".",".",".",".",".",".",".","0.1","."
"Junior","","1084","3.012","28.9","13.8","28.1","8.1","15.7","3.2","1.7",".",".","0.2",".",".","0.1","0.1","0.1","."
"Senior","","817","3.017","28.4","19.0","26.6","8.6","10.9","3.8","2.2","0.1",".","0.4",".",".",".","0.1",".","."
"Undergraduates","","4159","2.954","26.0","13.4","29.3","8.9","16.6","3.7","1.8","0.0",".","0.1",".",".","0.0","0.0","0.0","."
"Special","","69","3.271","59.4","7.2","14.5","4.3","10.1","1.4","2.9",".",".",".",".",".",".",".",".","."
"Graduate","","840","3.563","41.1","6.8","9.0","0.5","0.1",".",".","32.7",".","7.3",".","1.9","0.1",".","0.4","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","2","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","5","3.375","60.0",".","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","5073","2.985","29.0","12.2","25.8","7.4","13.8","3.0","1.5","5.4",".","1.3",".","0.3","0.0","0.0","0.1","."
