"","990
041","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
042","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
061","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","22","",".",".",".",".",".",".",".","95.5","",".",".",".","4.5","",".",".",".","."
"AN SCI
604","Dept. Total","475","3.114","42.5","10.9","17.5","9.3","8.8","3.8","2.1","4.8","",".",".",".","0.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","57","2.519","19.3","12.3","12.3","21.1","19.3","12.3","3.5",".","",".",".",".",".","",".",".",".","."
"Sophomore","","87","3.061","48.3","9.2","14.9","12.6","8.0","4.6","2.3",".","",".",".",".",".","",".",".",".","."
"Junior","","96","3.115","39.6","9.4","21.9","13.5","10.4","2.1","3.1",".","",".",".",".",".","",".",".",".","."
"Senior","","169","3.265","46.2","14.2","21.3","4.7","7.7","3.0","1.8","1.2","",".",".",".",".","",".",".",".","."
"Undergraduates","","409","3.070","41.3","11.7","18.8","10.8","10.0","4.4","2.4","0.5","",".",".",".",".","",".",".",".","."
"Special","","10","3.543","50.0","10.0","40.0",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Graduate","","63","3.847","57.1","4.8","3.2",".","1.6",".",".","31.7","",".",".",".","1.6","",".",".",".","."
"Prof Yr 3","","1","",".",".",".",".",".",".",".","100.0","",".",".",".",".","",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0","",".",".",".",".","",".",".",".","."
"","Dept. Total","483","3.114","43.5","10.8","17.2","9.1","8.7","3.7","2.1","4.8","",".",".",".","0.2","",".",".",".","."
