"","699
004","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
014","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"Seminar-Poetry","910
001","12","3.700","33.3","50.0",".",".",".",".",".","8.3",".","",".",".","",".","","8.3",".",".","."
"LATIN
524","Dept. Total","131","3.458","45.8","24.4","16.8","3.8","3.8","1.5","0.8","1.5","",".",".","",".","",".","0.8",".","0.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"524
LATIN","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","3.063","37.5","12.5",".","25.0","25.0",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","24","3.413","50.0","12.5","25.0",".","4.2",".","4.2",".","",".",".","",".","",".",".",".","4.2","."
"Junior","","24","3.188","29.2","37.5","16.7",".","8.3","8.3",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","41","3.605","56.1","17.1","22.0","4.9",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","97","3.405","46.4","20.6","19.6","4.1","5.2","2.1","1.0",".","",".",".","",".","",".",".",".","1.0","."
"Special","","5","3.900","40.0","20.0",".",".",".",".",".","40.0","",".",".","",".","",".",".",".",".","."
"Graduate","","29","3.651","44.8","37.9","10.3","3.4",".",".",".",".","",".",".","",".","",".","3.4",".",".","."
"","Dept. Total","131","3.458","45.8","24.4","16.8","3.8","3.8","1.5","0.8","1.5","",".",".","",".","",".","0.8",".","0.8","."
