"","999
086","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
092","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
098","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Study & Research","Course Total","13","4.000","76.9",".",".",".",".",".",".","23.1",".",".",".",".",".",".",".","."
"COMP SCI
266","Dept. Total","1538","3.150","29.0","14.2","22.4","8.4","6.8","2.2","2.4","11.4","0.1","2.5","0.1","0.2","0.1","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","55","2.554","9.1","1.8","40.0","20.0","14.5","9.1","3.6",".",".",".",".",".",".","1.8",".","."
"Sophomore","","266","2.972","20.3","15.0","34.6","12.4","10.2","2.6","2.6",".",".","2.3",".",".",".",".",".","."
"Junior","","297","3.094","26.3","15.2","32.0","9.8","8.8","2.7","2.0","0.3",".","2.7",".","0.3",".",".",".","."
"Senior","","476","3.037","27.3","17.6","22.5","10.5","8.8","2.9","4.2","0.8","0.2","4.6","0.2",".",".",".","0.2","."
"Undergraduates","","1094","3.013","24.4","15.5","28.9","11.2","9.4","3.1","3.2","0.5","0.1","3.3","0.1","0.1",".","0.1","0.1","."
"Special","","20","3.330","25.0","10.0","30.0","5.0","5.0",".",".","10.0",".","10.0",".",".","5.0",".",".","."
"Graduate","","424","3.755","41.0","10.8","5.2","1.2",".",".","0.5","39.9","0.2","0.2",".","0.5",".","0.2","0.2","."
"","Dept. Total","1538","3.150","29.0","14.2","22.4","8.4","6.8","2.2","2.4","11.4","0.1","2.5","0.1","0.2","0.1","0.1","0.1","."
