"L&S","","","","","","","","","","","","","","","","","","","","",""
"ASTRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","",""
"ASTRON
188","Dept. Total","624","3.127","24.0","22.0","25.6","8.7","8.5","1.6","1.8","6.9","0.5",".","",".","",".","0.2",".",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","109","2.962","17.4","20.2","34.9","11.9","11.0","2.8","1.8",".",".",".","",".","",".",".",".",".","."
"Sophomore","","230","3.198","24.8","26.1","28.7","8.7","7.0","0.4","1.7","1.3",".",".","",".","",".","0.4",".",".","0.9"
"Junior","","106","3.084","27.4","21.7","28.3","4.7","12.3","1.9","2.8","0.9",".",".","",".","",".",".",".",".","."
"Senior","","122","3.137","24.6","23.8","18.0","13.1","9.8","3.3","1.6","3.3","2.5",".","",".","",".",".",".",".","."
"Undergraduates","","567","3.114","23.8","23.6","27.5","9.5","9.3","1.8","1.9","1.4","0.5",".","",".","",".","0.2",".",".","0.4"
"Special","","6","3.250",".","16.7","16.7",".",".",".",".","66.7",".",".","",".","",".",".",".",".","."
"Graduate","","51","3.733","29.4","3.9","5.9",".",".",".",".","60.8",".",".","",".","",".",".",".",".","."
"","Dept. Total","624","3.127","24.0","22.0","25.6","8.7","8.5","1.6","1.8","6.9","0.5",".","",".","",".","0.2",".",".","0.3"
