"","990
015","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
018","5","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
024","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","20","",".",".",".",".",".",".",".","55.0","",".",".",".","45.0","",".",".",".","."
"BSE
112","Dept. Total","133","3.107","23.3","19.5","21.8","6.8","9.0","3.0","1.5","8.3","",".",".",".","6.8","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Sophomore","","2","3.700","50.0","50.0",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Junior","","34","3.079","11.8","38.2","23.5","11.8","11.8","2.9",".",".","",".",".",".",".","",".",".",".","."
"Senior","","60","2.965","28.3","8.3","33.3","8.3","13.3","5.0","3.3",".","",".",".",".",".","",".",".",".","."
"Undergraduates","","98","3.046","24.5","19.4","28.6","9.2","12.2","4.1","2.0",".","",".",".",".",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Graduate","","34","3.558","17.6","20.6","2.9",".",".",".",".","32.4","",".",".",".","26.5","",".",".",".","."
"","Dept. Total","133","3.107","23.3","19.5","21.8","6.8","9.0","3.0","1.5","8.3","",".",".",".","6.8","",".",".",".","."
