"CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"639
Topics-Geotechnical Engr","001","","8","3.760","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"649","001","","14","3.714","50.0","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"649","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Specl Topic-Structural Engr","Course Total","","17","3.826","58.8","35.3","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"679","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"679","002","","9","3.556","44.4","22.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topic-Transprtatn&City Plan","Course Total","","21","3.810","76.2","9.5","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"698
Topics:Constructn Engr&Mgmt","001","","24","3.895","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","8","3.348","75.0",".","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"699","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","32","3.817","93.8",".","3.1",".",".",".","3.1",".",".",".",".",".",".",".",".","."
"718
Water Res Mgt Pract Pl Smr","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"740
Adv Meths-Structural Analysis","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"749
Spec Topics-Structural Engr","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"772
Pract-Transportatn Mgmt&Policy","001","","10","3.600","50.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","038","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","039","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","045","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","055","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","058","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","059","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
