"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","275","3.457","39.6","28.0","18.9","5.1","4.0","0.7","0.7","2.5","",".",".","",".","",".","",".","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","44","3.214","15.9","36.4","34.1","6.8","2.3","4.5",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","64","3.466","34.4","34.4","20.3","6.3","4.7",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","56","3.498","44.6","28.6","16.1","7.1","1.8",".","1.8",".","",".",".","",".","",".","",".",".",".","."
"Senior","","55","3.270","30.9","29.1","21.8","5.5","9.1",".","1.8","1.8","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","219","3.378","32.4","32.0","22.4","6.4","4.6","0.9","0.9","0.5","",".",".","",".","",".","",".",".",".","."
"Special","","11","3.750","45.5","27.3","9.1",".",".",".",".","9.1","",".",".","",".","",".","",".","9.1",".","."
"Graduate","","44","3.825","72.7","9.1","4.5",".","2.3",".",".","11.4","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","275","3.457","39.6","28.0","18.9","5.1","4.0","0.7","0.7","2.5","",".",".","",".","",".","",".","0.4",".","."
