"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","11182","3.739","59.0","14.9","6.6","","1.9 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","734","3.406","51.0","20.7","13.5","4.1","5.3","1.9","1.8","1.1","0.1",".",".",".","0.1","0.1","0.1","0.1"
"Sophomore","","1230","3.515","52.8","23.6","10.9","4.3","3.6","1.5","0.9","2.0",".","0.1",".",".","0.1","0.2",".","0.1"
"Junior","","1761","3.689","58.4","20.0","8.9","2.3","1.5","0.3","0.5","2.6","0.1","5.1",".",".","0.1","0.1","0.2","0.1"
"Senior","","4442","3.771","59.2","13.6","6.3","1.8","0.8","0.3","0.3","7.8","0.1","9.4","0.0",".","0.3","0.1","0.0","0.0"
"Undergraduates","","8167","3.684","57.3","17.1","8.2","2.5","1.8","0.6","0.6","5.2","0.1","6.2","0.0",".","0.2","0.1","0.1","0.1"
"Special","","530","3.869","64.7","8.5","2.8","0.6","0.9","0.2","0.4","14.5",".","3.4",".",".","2.6","0.4","0.9","."
"Graduate","","2449","3.907","63.7","9.0","2.2","0.4","0.1",".",".","17.6","0.2","2.2",".","2.6","1.0","0.0","0.9","."
"Prof Yr 1","","4","4.000","75.0",".",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"Prof Yr 2","","7","4.000","57.1",".",".",".",".",".",".","42.9",".",".",".",".",".",".",".","."
"Prof Yr 3","","25","3.559","28.0","20.0",".","4.0","4.0",".",".","44.0",".",".",".",".",".",".",".","."
"Professionals","","36","3.722","38.9","13.9",".","2.8","2.8",".",".","41.7",".",".",".",".",".",".",".","."
"","College Total","11182","3.739","59.0","14.9","6.6","1.9","1.4","0.5","0.4","8.5","0.1","5.2","0.0","0.6","0.5","0.1","0.3","0.0"
