"ANTHROPOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","",""
"","999
069","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
078","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading and Research","Course Total","19","3.974","78.9","5.3",".",".",".",".",".","10.5",".",".","",".",".","5.3",".",".","."
"ANTHRO
156","Dept. Total","1965","3.223","31.5","21.6","21.9","8.4","10.6","1.3","1.1","2.8","0.1",".","",".","0.3","0.3",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","414","2.874","15.0","19.1","28.5","9.7","23.7","1.4","1.9","0.2",".",".","",".",".","0.5",".",".","."
"Sophomore","","499","3.228","28.7","25.1","24.0","9.6","10.4","1.4","0.2","0.6",".",".","",".",".",".",".",".","."
"Junior","","396","3.228","34.1","20.5","24.2","8.6","7.8","2.3","1.8","0.8",".",".","",".",".",".",".",".","."
"Senior","","490","3.354","36.3","25.7","17.8","8.6","5.5","0.6","1.2","3.3",".",".","",".","0.4","0.4",".",".","0.2"
"Undergraduates","","1799","3.180","28.8","22.8","23.4","9.1","11.6","1.4","1.2","1.3",".",".","",".","0.1","0.2",".",".","0.1"
"Special","","21","3.436","33.3","4.8","23.8","9.5",".",".",".","23.8",".",".","",".",".",".",".","4.8","."
"Graduate","","145","3.908","64.1","8.3","2.8",".",".",".",".","19.3","0.7",".","",".","2.8","1.4",".","0.7","."
"","Dept. Total","1965","3.223","31.5","21.6","21.9","8.4","10.6","1.3","1.1","2.8","0.1",".","",".","0.3","0.3",".","0.1","0.1"
