"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"693","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"693","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"693","066","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"693","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Animal Behavior Problems","Course Total","","8","3.865","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"694","016","","36","3.882","80.6","11.1","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","065","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Developmental Psych","Course Total","","39","3.892","82.1","10.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","003","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","006","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"695","024","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","029","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","040","","9","3.976","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","060","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"695","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Clinical Psychology","Course Total","","74","3.995","97.3","2.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","009","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"697","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","012","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","022","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"697","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","031","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"697","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"697","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Problems in Human Behavior","Course Total","","37","3.975","94.6","5.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","15","3.973","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","047","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","23","3.889","82.6","13.0","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Prosmr-Experimental Psych","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"703
Prosmr in Social Psychology","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Proseminar-Clinical Psych","001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"706
Prosmr-Developmental Psych","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
