"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"INFORMATION SYSTEMS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","",""
"Tech:Computer-Based Bus Sys","371
001","","18","3.667","55.6","27.8","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Computer-Based Data Mgt","422
001","","8","3.571","25.0","50.0","12.5",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Anal&Dsgn:Comptr-Based Sys","424
001","","11","3.182","36.4","27.3","9.1","9.1","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"Computer-Based Data Mgt","722
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Anal&Dsgn:Comptr-Based Sys","724
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"INFO SYS
234","Dept. Total","","41","3.538","46.3","31.7","9.8","4.9","2.4","2.4",".","2.4",".",".",".",".",".",".",".","."
