"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","","","",""
"Topics in Global Security","601
001","","7","3.357","71.4","14.3",".",".",".","",".","14.3",".",".","",".",".","",".","",".",".",".","."
"","602
001","","24","3.174","25.0","25.0","25.0",".","20.8","",".",".",".",".","",".",".","",".","","4.2",".",".","."
"","602
002","","14","3.571","35.7","42.9","21.4",".",".","",".",".",".",".","",".",".","",".","",".",".",".","."
"Topics-Intl Pol Econ&Pol St","Course Total","","38","3.324","28.9","31.6","23.7",".","13.2","",".",".",".","",".",".","",".","",".","2.6",".",".","."
"","603
001","","24","3.888","70.8","20.8",".",".",".","",".",".","4.2",".","",".",".","",".","",".","4.2",".","."
"","603
002","","28","3.577","28.6","50.0","14.3",".",".","",".",".","3.6",".","",".",".","",".","","3.6",".",".","."
"Topics:Culture-Age of Globlztn","Course Total","","52","3.721","48.1","36.5","7.7",".",".","",".",".","3.8","",".",".","",".","",".","1.9","1.9",".","."
"INTL ST
504","Dept. Total","","97","3.534","42.3","33.0","13.4",".","5.2","",".","1.0","2.1","",".",".","",".","",".","2.1","1.0",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","7","3.429","28.6","28.6","42.9",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","","71","3.532","39.4","35.2","12.7",".","7.0","",".",".","1.4","",".",".","",".","",".","2.8","1.4",".","."
"Undergraduates","","","78","3.522","38.5","34.6","15.4",".","6.4","",".",".","1.3","",".",".","",".","",".","2.6","1.3",".","."
"Special","","","1","",".",".",".",".",".","",".",".","100.0","",".",".","",".","",".",".",".",".","."
"Graduate","","","17","3.794","64.7","29.4","5.9",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","","1","0.000",".",".",".",".",".","",".","100.0",".","",".",".","",".","",".",".",".",".","."
"Professionals","","","1","0.000",".",".",".",".",".","",".","100.0",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","","97","3.534","42.3","33.0","13.4",".","5.2","",".","1.0","2.1","",".",".","",".","",".","2.1","1.0",".","."
