"","920
003","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
004","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
006","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Diagnostic Radiol Clerk-CSC","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","","","",""
"RADIOL
832","Dept. Total","","70","3.833","71.4","24.3","4.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","3.500",".","100.0",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","1","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","2","3.700","50.0","50.0",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","36","3.875","77.8","19.4","2.8","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","32","3.797","65.6","28.1","6.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","68","3.838","72.1","23.5","4.4","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","70","3.833","71.4","24.3","4.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
