"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Securities Regulation","914
001","26","3.725","50.0","11.5","15.4",".",".",".",".","23.1",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","915
002","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","918
001","15","3.433","53.3","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","918
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","918
003","10","3.500","70.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","Course Total","30","3.550","66.7","16.7","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Problems in Family Law-Smr","939
001","15","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
002","12","2.400","58.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
003","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
004","24","3.333","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
005","9","1.111","11.1",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
006","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
007","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
008","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
009","20","3.583","40.0","25.0","25.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"","940
010","7","3.286","71.4",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
011","21","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
012","35","1.229","2.9",".","37.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
013","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
015","13","3.903","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","197","2.956","58.9","6.1","12.7",".",".",".",".","1.0",".",".",".",".","1.5",".",".","."
"","950
001","42","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
002","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
003","13","3.885","84.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lawyering Skills Course","Course Total","65","3.885","16.9","1.5","1.5",".",".",".",".","80.0",".",".",".",".",".",".",".","."
"","953
001","18","3.583","44.4","27.8","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","953
002","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","953
003","10","3.500","70.0","10.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Problems:Bus Org-Seminar","Course Total","39","3.608","59.0","23.1","12.8",".",".",".",".","2.6",".",".",".",".",".",".",".","."
"Publ Sect Labor Rel Law Sem","955
001","16","3.641","81.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Estate Planning","957
001","14","3.714","64.3","14.3","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs:Trade Regulation-Smr","961
001","12","3.625","83.3","8.3",".",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"Select Probs-Policing Smr","977
001","8","3.375","62.5","25.0",".",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"","990
007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
009","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
016","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
027","6","4.000","16.7",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","."
