"Research and Thesis","Course Total","15","",".",".",".",".",".",".",".","73.3","",".",".",".","26.7",".",".",".","."
"","999
006","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
020","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","",""
"CNSR SCI
271","Dept. Total","883","3.538","48.9","25.4","13.5","5.8","2.3","0.7","0.6","1.5","",".","0.9",".","0.5","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","24","3.354","12.5","58.3","16.7","12.5",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","150","3.508","45.3","28.7","16.7","7.3",".","1.3","0.7",".","",".",".",".",".",".",".",".","."
"Junior","","290","3.533","48.6","28.3","12.1","4.1","3.8",".","1.4","0.3","",".","1.4",".",".",".",".",".","."
"Senior","","390","3.550","53.1","21.8","14.1","6.4","2.3","1.0",".",".","",".","1.0",".",".","0.3",".",".","."
"Undergraduates","","854","3.531","49.1","26.2","13.9","6.0","2.3","0.7","0.6","0.1","",".","0.9",".",".","0.1",".",".","."
"Special","","2","4.000","50.0",".",".",".",".",".",".","50.0","",".",".",".",".",".",".",".","."
"Graduate","","27","4.000","44.4",".",".",".",".",".",".","40.7","",".",".",".","14.8",".",".",".","."
"","Dept. Total","883","3.538","48.9","25.4","13.5","5.8","2.3","0.7","0.6","1.5","",".","0.9",".","0.5","0.1",".",".","."
