"","990
035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
036","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","42","",".",".",".",".",".",".",".","78.6",".",".",".","16.7",".",".","4.8","."
"FOOD SCI
390","Dept. Total","849","3.174","27.2","19.3","20.7","7.5","6.6","3.4","0.2","8.4","0.4","4.6",".","0.8","0.5",".","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","44","2.679","11.4","11.4","20.5","4.5","20.5","4.5","2.3",".",".","22.7",".",".",".",".",".","2.3"
"Sophomore","","118","3.093","26.3","14.4","22.0","10.2","7.6","4.2",".",".",".","15.3",".",".",".",".",".","."
"Junior","","171","3.101","29.8","16.4","24.6","11.7","6.4","5.8","0.6","0.6","0.6","3.5",".",".",".",".",".","."
"Senior","","386","3.226","29.8","25.6","21.0","7.3","7.0","3.1",".","3.6","0.3","1.3",".",".","1.0",".",".","."
"Undergraduates","","719","3.144","28.1","20.7","22.0","8.6","7.8","4.0","0.3","2.1","0.3","5.4",".",".","0.6",".",".","0.1"
"Special","","12","3.464","50.0","8.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","116","3.514","18.1","12.1","12.1","0.9",".",".",".","48.3","0.9",".",".","6.0",".",".","1.7","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","849","3.174","27.2","19.3","20.7","7.5","6.6","3.4","0.2","8.4","0.4","4.6",".","0.8","0.5",".","0.2","0.1"
