"","990
030","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","990
031","2","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","990
033","2","***","","","","","","","","","","",".",".",".","",".",".",".","."
"Research","Course Total","34","",".",".",".",".",".",".",".","100.0","",".",".",".","",".",".",".",".","."
"ATM OCN
640","Dept. Total","1071","3.016","24.4","19.4","17.3","12.0","11.8","4.1","1.8","4.5","",".","4.5",".","",".","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","190","2.756","15.8","16.8","21.1","18.9","16.8","7.4","3.2",".","",".",".",".","",".",".",".",".","."
"Sophomore","","336","3.051","25.6","22.0","20.5","15.2","11.0","4.5","1.2",".","",".",".",".","",".",".",".",".","."
"Junior","","169","2.897","20.1","24.9","16.6","14.2","16.0","4.7","3.0","0.6","",".",".",".","",".",".",".",".","."
"Senior","","163","2.954","24.5","19.0","19.6","9.8","16.6","4.3","1.8",".","",".","4.3",".","",".",".",".",".","."
"Undergraduates","","858","2.936","22.1","20.9","19.7","14.8","14.3","5.1","2.1","0.1","",".","0.8",".","",".",".",".",".","."
"Special","","4","3.438","50.0",".",".","25.0",".",".",".","25.0","",".",".",".","",".",".",".",".","."
"Graduate","","208","3.628","33.2","13.5","7.7","0.5","1.4",".","0.5","22.1","",".","19.7",".","",".","1.4",".",".","."
"Prof Yr 1","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"","Dept. Total","1071","3.016","24.4","19.4","17.3","12.0","11.8","4.1","1.8","4.5","",".","4.5",".","",".","0.3",".",".","."
