"","999
007","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
036","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
038","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"LINGUIS
550","Dept. Total","374","3.437","47.9","23.0","15.0","5.3","2.7","1.1","2.9","1.9","",".",".","",".","",".","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","92","3.364","42.4","27.2","17.4","6.5",".","3.3","3.3",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","106","3.426","43.4","28.3","15.1","8.5","1.9",".","2.8",".","",".",".","",".","",".",".",".",".","."
"Junior","","71","3.329","42.3","18.3","23.9","5.6","4.2","1.4","2.8","1.4","",".",".","",".","",".",".",".",".","."
"Senior","","58","3.430","56.9","17.2","10.3","1.7","6.9",".","5.2","1.7","",".",".","",".","",".",".",".",".","."
"Undergraduates","","327","3.388","45.3","23.9","16.8","6.1","2.8","1.2","3.4","0.6","",".",".","",".","",".",".",".",".","."
"Special","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","45","3.817","64.4","17.8","2.2",".","2.2",".",".","11.1","",".",".","",".","",".","2.2",".",".","."
"","Dept. Total","374","3.437","47.9","23.0","15.0","5.3","2.7","1.1","2.9","1.9","",".",".","",".","",".","0.3",".",".","."
