"","999
061","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
085","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
098","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Study & Research","Course Total","10","3.929","70.0","10.0",".",".",".",".",".","10.0",".",".",".","10.0",".",".",".","."
"COMP SCI
266","Dept. Total","1540","3.100","24.0","15.6","22.9","10.1","7.4","1.9","2.3","10.3","0.1","4.2","0.1","0.3","0.1","0.5","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","127","2.826","16.5","3.9","22.8","15.0","10.2","3.1","2.4",".",".","26.0",".",".",".",".",".","."
"Sophomore","","297","2.922","14.5","15.2","37.4","11.8","10.1","2.0","3.4",".",".","5.1",".",".",".","0.7",".","."
"Junior","","299","3.069","23.7","19.1","28.4","11.4","8.7","2.7","2.7","0.3",".","2.3","0.3",".",".","0.3",".","."
"Senior","","349","2.867","16.6","18.1","26.1","15.5","12.3","3.4","3.7","0.9",".","2.3","0.3","0.3",".","0.3","0.3","."
"Undergraduates","","1072","2.938","18.0","15.9","29.5","13.2","10.4","2.8","3.2","0.4",".","5.9","0.2","0.1",".","0.4","0.1","."
"Special","","34","3.203","23.5","8.8","29.4","17.6","2.9",".",".","5.9",".","2.9",".",".",".","8.8",".","."
"Graduate","","434","3.715","38.9","15.4","6.2","1.6","0.2",".","0.2","35.0","0.2",".",".","0.9","0.2","0.2","0.5","0.2"
"","Dept. Total","1540","3.100","24.0","15.6","22.9","10.1","7.4","1.9","2.3","10.3","0.1","4.2","0.1","0.3","0.1","0.5","0.2","0.1"
