"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
014","17","3.324","35.3","11.8","35.3","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
015","18","3.194","27.8","5.6","50.0","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
016","13","3.269","15.4","38.5","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","344
017","17","3.382","35.3","23.5","23.5","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
018","14","3.357","28.6","35.7","21.4","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
019","17","3.324","23.5","29.4","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
020","16","3.344","31.3","18.8","43.8",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
021","15","3.333","33.3","20.0","33.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
022","13","3.346","30.8","23.1","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","344
023","13","3.231","15.4","38.5","23.1","23.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
025","14","3.286","14.3","28.6","57.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","375","3.315","28.0","25.3","30.7","13.6","2.4",".",".",".",".",".",".",".",".",".",".","."
"","345
001","187","2.906","34.8","7.0","27.8",".","18.2","5.9","5.9",".",".",".",".",".",".",".","0.5","."
"","345
002","183","2.500","17.5","7.1","30.6","2.2","23.5","10.9","8.2",".",".",".",".",".",".",".",".","."
"Intmed Organic Chemistry","Course Total","370","2.705","26.2","7.0","29.2","1.1","20.8","8.4","7.0",".",".",".",".",".",".",".","0.3","."
"","346
001","11","3.318","36.4","18.2","27.3","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","346
002","13","3.370","23.1","30.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","24","3.344","29.2","25.0","33.3","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Inorganic Chemistry","511
001","31","2.983","12.9","29.0","29.0","12.9","6.5","3.2","3.2",".",".",".",".",".",".",".",".","3.2"
"Chemical Instrumentation","524
001","19","3.289","15.8","36.8","36.8","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","547
001","33","3.234","30.3","30.3","15.2","9.1","6.1","6.1",".",".",".",".",".",".",".",".","3.0","."
"Physical Chemistry","561
001","40","2.813","10.0","17.5","30.0","15.0","25.0","2.5",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","41","2.646","7.3","19.5","29.3","17.1","14.6","7.3","4.9",".",".",".",".",".",".",".",".","."
"","563
001","12","3.167","16.7","25.0","41.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","563
002","14","3.357","14.3","42.9","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
003","13","3.231","15.4","46.2","23.1",".","15.4",".",".",".",".",".",".",".",".",".",".","."
"","563
004","13","3.346","23.1","46.2","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","563
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","53","3.250","17.0","39.6","30.2","5.7","7.5",".",".",".",".",".",".",".",".",".",".","."
"","564
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","5","***","","","","","","","","","","","","","","","",""
"Biophysical Chemistry","565
001","89","3.017","34.8","5.6","24.7","9.0","22.5","1.1","2.2",".",".",".",".",".",".",".",".","."
"","567
001","7","3.429","28.6","28.6","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","567
002","8","3.188","12.5","25.0","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Laboratory","Course Total","15","3.300","20.0","26.7","46.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Symmtry/Bondng/Molec Shapes","608
001","15","3.693","53.3","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Instrumental Analysis","621
001","25","3.622","44.0","32.0","24.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organic Analysis","622
001","11","3.833","63.6","9.1","9.1",".",".",".",".","18.2",".",".",".",".",".",".",".","."
"Chem Instrumtn:Dsgn&Control","628
001","20","3.825","70.0","25.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
