"","775
001","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
002","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","23","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"PATH-BIO
703","Dept. Total","537","3.431","31.3","26.6","22.5","5.2","3.4",".","0.2","10.8",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","",""
"Senior","","3","3.625","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","3","3.625","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","2","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 2","","525","3.413","27.0","27.2","22.9","5.3","3.4",".","0.2","13.9",".",".",".",".",".",".",".","."
"Prof Yr 4","","74","4.000","32.4",".",".",".",".",".",".","67.6",".",".",".",".",".",".",".","."
"Professionals","","599","3.430","27.7","23.9","20.0","4.7","3.0",".","0.2","20.5",".",".",".",".",".",".",".","."
"","Dept. Total","604","3.431","27.8","23.7","20.0","4.6","3.0",".","0.2","20.7",".",".",".",".",".",".",".","."
