"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","","","","","","",""
"971","001","3","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"971","002","4","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Accounting Research","Course Total","7","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"990","069","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","075","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","094","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"PhD Thesis-Accounting","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","","",""
"999","085","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","122","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","136","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Readng & Rsch-Accountng PhD","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","","",""
