"","990
004","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
005","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
007","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Individual Research","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"ITALIAN
508","Dept. Total","725","3.365","39.9","20.3","22.8","6.1","4.3","1.1","1.2","3.3","0.3",".","",".","",".","0.4",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","156","3.388","39.7","25.6","23.1","4.5","3.8","1.9","1.3",".",".",".","",".","",".",".",".",".","."
"Sophomore","","157","3.357","37.6","25.5","26.8","3.2","3.8","0.6","2.5",".",".",".","",".","",".",".",".",".","."
"Junior","","182","3.256","34.6","15.4","29.7","8.2","6.0","1.1","1.1","2.7","0.5",".","",".","",".",".",".","0.5","."
"Senior","","140","3.275","38.6","16.4","18.6","12.1","5.7","1.4","0.7","5.7","0.7",".","",".","",".",".",".",".","."
"Undergraduates","","635","3.320","37.5","20.6","24.9","6.9","4.9","1.3","1.4","2.0","0.3",".","",".","",".",".",".","0.2","."
"Special","","13","3.744","46.2","23.1","7.7",".",".",".",".","15.4",".",".","",".","",".",".",".","7.7","."
"Graduate","","76","3.810","57.9","17.1","7.9",".",".",".",".","11.8",".",".","",".","",".","3.9",".","1.3","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","725","3.365","39.9","20.3","22.8","6.1","4.3","1.1","1.2","3.3","0.3",".","",".","",".","0.4",".","0.4","."
