"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","101
001","23","3.043","26.1","21.7","21.7","13.0","8.7","8.7",".",".",".",".",".",".",".",".",".","."
"","101
002","24","2.979","33.3","4.2","33.3","8.3","8.3","12.5",".",".",".",".",".",".",".",".",".","."
"","101
003","24","2.813","29.2","8.3","29.2","4.2","12.5","12.5","4.2",".",".",".",".",".",".",".",".","."
"Intermediate Algebra","Course Total","71","2.944","29.6","11.3","28.2","8.5","9.9","11.3","1.4",".",".",".",".",".",".",".",".","."
"","112
001","19","2.263","10.5",".","26.3","10.5","26.3","26.3",".",".",".",".",".",".",".",".",".","."
"","002
112","22","2.405","9.1","4.5","22.7","9.1","40.9","4.5","4.5","4.5",".",".",".",".",".",".",".","."
"","112
003","29","2.741","27.6","6.9","24.1","3.4","27.6","3.4","6.9",".",".",".",".",".",".",".",".","."
"","112
004","24","2.688","33.3","4.2","8.3","8.3","37.5",".","8.3",".",".",".",".",".",".",".",".","."
"","112
005","23","2.326","4.3","13.0","26.1",".","39.1","13.0","4.3",".",".",".",".",".",".",".",".","."
"","112
006","25","2.354","12.0","4.0","16.0","8.0","44.0","8.0","4.0",".",".",".",".",".",".","4.0",".","."
"","112
007","22","2.500","13.6",".","45.5",".","27.3","4.5","9.1",".",".",".",".",".",".",".",".","."
"","112
008","19","2.132","5.3","10.5","21.1","5.3","31.6","15.8","10.5",".",".",".",".",".",".",".",".","."
"","112
009","25","2.640","24.0","8.0","20.0","8.0","28.0","4.0","8.0",".",".",".",".",".",".",".",".","."
"","112
010","21","2.310","19.0","4.8","4.8","19.0","28.6","19.0","4.8",".",".",".",".",".",".",".",".","."
"","112
011","23","1.783","8.7",".","13.0","8.7","39.1","4.3","26.1",".",".",".",".",".",".",".",".","."
"","012
112","24","2.563","16.7","12.5","12.5","16.7","33.3",".","8.3",".",".",".",".",".",".",".",".","."
"","013
112","23","1.804",".",".","13.0","4.3","60.9","8.7","13.0",".",".",".",".",".",".",".",".","."
"","112
014","22","2.114","9.1","4.5","27.3","9.1","22.7","9.1","18.2",".",".",".",".",".",".",".",".","."
"","112
015","26","2.635","11.5",".","42.3","3.8","38.5","3.8",".",".",".",".",".",".",".",".",".","."
"","112
016","25","2.760","32.0","4.0","16.0","4.0","36.0","4.0","4.0",".",".",".",".",".",".",".",".","."
"","112
017","24","2.438","20.8","4.2","16.7","8.3","37.5",".","12.5",".",".",".",".",".",".",".",".","."
"","112
018","20","2.625","30.0","5.0","15.0",".","40.0",".","10.0",".",".",".",".",".",".",".",".","."
"","112
019","18","2.722","22.2",".","16.7","33.3","22.2","5.6",".",".",".",".",".",".",".",".",".","."
"","112
020","20","2.400","25.0","10.0",".","10.0","35.0","10.0","10.0",".",".",".",".",".",".",".",".","."
"","112
021","21","2.405","9.5","4.8","14.3","19.0","42.9","9.5",".",".",".",".",".",".",".",".",".","."
"","022
112","21","2.762","23.8","9.5","23.8",".","33.3","9.5",".",".",".",".",".",".",".",".",".","."
"","112
023","19","2.158","10.5",".","10.5","10.5","47.4","21.1",".",".",".",".",".",".",".",".",".","."
"","112
024","23","2.174","8.7","4.3","17.4","4.3","43.5","17.4","4.3",".",".",".",".",".",".",".",".","."
"","025
112","21","2.452","14.3","14.3","14.3",".","42.9","9.5","4.8",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","559","2.414","16.3","5.2","19.0","7.9","36.3","8.1","7.0","0.2",".",".",".",".",".","0.2",".","."
"","113
001","17","3.029","41.2",".","17.6","17.6","17.6","5.9",".",".",".",".",".",".",".",".",".","."
"","113
002","15","2.467",".","13.3","26.7","13.3","40.0","6.7",".",".",".",".",".",".",".",".",".","."
"","113
003","14","2.714","7.1","21.4","21.4","21.4","21.4","7.1",".",".",".",".",".",".",".",".",".","."
"","113
004","17","3.088","29.4","5.9","52.9",".","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"","113
005","16","3.031","18.8","25.0","12.5","31.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","113
006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","113
007","18","2.361","5.6","22.2","27.8","16.7",".","11.1","16.7",".",".",".",".",".",".",".",".","."
"","113
008","18","3.250","33.3",".","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","113
009","18","2.306","16.7",".","22.2","16.7","27.8",".","16.7",".",".",".",".",".",".",".",".","."
"","113
010","28","2.304","10.7","3.6","21.4","14.3","32.1","10.7","7.1",".",".",".",".",".",".",".",".","."
"","113
012","16","2.219","12.5","12.5","18.8","6.3","18.8","18.8","12.5",".",".",".",".",".",".",".",".","."
"","113
013","16","2.438",".","6.3","43.8","18.8","12.5","18.8",".",".",".",".",".",".",".",".",".","."
"","113
014","14","2.321","14.3","21.4",".","14.3","28.6","7.1","14.3",".",".",".",".",".",".",".",".","."
"","113
016","20","2.675","20.0","5.0","25.0","20.0","20.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","017
113","16","1.438","12.5",".",".",".","31.3","31.3","25.0",".",".",".",".",".",".",".",".","."
"","113
018","15","2.467","13.3","6.7","26.7","6.7","26.7","20.0",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 247 of 399",""
