"Bible in the Middle Ages","368
001","","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"The Vikings","430
001","","34","3.000","2.9","23.5","50.0","17.6","5.9",".",".","",".",".","",".",".","",".","",".","",".",".","."
"Jewish Civ-Medvl Spain(Eng)","473
001","","4","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Intdis Stdy-Medvl Civ","550
001","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","92","3.035","7.6","23.9","44.6","13.0","7.6","1.1","",".","1.1","",".",".","",".","",".","",".",".","1.1","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","16","3.067",".","31.3","56.3","6.3","6.3",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","37","3.000","5.4","24.3","40.5","16.2","10.8",".","",".",".","",".",".","",".","",".","",".",".","2.7","."
"Senior","","","37","3.024","10.8","18.9","45.9","13.5","5.4","2.7","",".","2.7","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","90","3.021","6.7","23.3","45.6","13.3","7.8","1.1","",".","1.1","",".",".","",".","",".","",".",".","1.1","."
"Graduate","","","2","3.750","50.0","50.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","92","3.035","7.6","23.9","44.6","13.0","7.6","1.1","",".","1.1","",".",".","",".","",".","",".",".","1.1","."
