"","990
035","3","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","990
038","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"Research","Course Total","16","",".",".",".",".",".",".",".","100.0","",".",".",".","",".",".",".",".","."
"Independent Research","999
035","2","***","","","","","","","","","","",".",".",".","",".",".",".","."
"L SC COM
120","Dept. Total","465","3.603","57.2","22.4","10.8","2.6","0.9","1.3","1.3","3.4","",".",".",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","109","3.472","33.9","38.5","20.2","4.6","1.8","0.9",".",".","",".",".",".","",".",".",".",".","."
"Sophomore","","30","3.345","66.7","13.3","6.7","6.7",".",".","6.7",".","",".",".",".","",".",".",".",".","."
"Junior","","81","3.653","71.6","13.6","7.4","2.5","1.2","3.7",".",".","",".",".",".","",".",".",".",".","."
"Senior","","156","3.607","62.2","20.5","10.9","1.9","0.6","1.3","2.6",".","",".",".",".","",".",".",".",".","."
"Undergraduates","","376","3.556","56.4","23.7","12.5","3.2","1.1","1.6","1.6",".","",".",".",".","",".",".",".",".","."
"Special","","7","3.857","71.4","28.6",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Graduate","","82","3.852","59.8","15.9","3.7",".",".",".",".","19.5","",".",".",".","",".","1.2",".",".","."
"","Dept. Total","465","3.603","57.2","22.4","10.8","2.6","0.9","1.3","1.3","3.4","",".",".",".","",".","0.2",".",".","."
