"BUS","","","","","","","","","","","","","","","","","","","","","","","",""
"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","","","","",""
"GEN BUS
231","Dept. Total","1222","3.372","37.0","20.8","18.7","3.8","7.4","0.3","0.8","",".","",".","11.1","",".","",".","",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","",".",".",".",".",".",".",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Sophomore","","13","3.750","53.8","7.7","7.7",".",".",".",".","",".","",".","30.8","",".","",".","",".",".",".","."
"Junior","","382","3.334","40.3","19.6","26.7","3.4","7.3","0.8","1.6","",".","",".","0.3","",".","",".","",".",".",".","."
"Senior","","593","3.353","37.8","25.0","19.9","5.4","9.6","0.2","0.7","",".","",".","1.3","",".","",".","",".","0.2",".","."
"Undergraduates","","1000","3.348","38.5","22.4","22.1","4.5","8.5","0.4","1.0","",".","",".","2.5","",".","",".","",".","0.1",".","."
"Special","","11","3.091","45.5","9.1",".","9.1","36.4",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","208","3.752","29.8","13.9","3.4","0.5","0.5",".",".","",".","",".","51.9","",".","",".","",".",".",".","."
"Prof Yr 2","","2","",".",".",".",".",".",".",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Prof Yr 3","","1","",".",".",".",".",".",".",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Professionals","","3","",".",".",".",".",".",".",".","",".","",".","100.0","",".","",".","",".",".",".","."
"","Dept. Total","1222","3.372","37.0","20.8","18.7","3.8","7.4","0.3","0.8","",".","",".","11.1","",".","",".","",".","0.1",".","."
