"The Holocaust:Facts, Trials","625
001","25","3.320","24.0","32.0","32.0","8.0","4.0",".",".",".",".","",".",".","",".","",".","",".",".","."
"","699
004","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
005","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"JEWISH
510","Dept. Total","253","3.389","30.0","37.9","22.9","2.8","2.4","1.6","0.8","1.6","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","58","3.242","10.3","48.3","34.5",".","5.2",".","1.7",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","51","3.456","19.6","54.9","25.5",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","53","3.471","39.6","32.1","20.8","3.8","1.9","1.9",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","86","3.460","44.2","25.6","16.3","5.8","2.3","3.5",".","2.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","248","3.403","30.2","38.3","23.4","2.8","2.4","1.6","0.4","0.8","",".",".","",".","",".","",".",".",".","."
"Special","","4","1.750",".","25.0",".",".",".",".","25.0","50.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","253","3.389","30.0","37.9","22.9","2.8","2.4","1.6","0.8","1.6","",".",".","",".","",".","",".",".",".","."
