"200
BIOCHEM","","","","","","","","","","","","","","","","","","",""
"","999
057","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
062","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Special Problems","Course Total","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"BIOCHEM
200","Dept. Total","1267","3.284","39.2","10.0","20.3","2.3","9.3","0.9","0.2","14.7",".",".",".","2.6","0.3",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","12","3.625","91.7",".",".",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"Junior","","265","3.151","37.4","10.6","28.7","3.4","19.2","0.4","0.4",".",".",".",".",".",".",".",".","."
"Senior","","439","3.229","43.7","9.8","26.0","3.2","12.3","2.1","0.5","0.5",".",".",".","0.9","0.7",".","0.5","."
"Undergraduates","","717","3.203","42.1","10.0","26.5","3.2","14.6","1.5","0.4","0.3",".",".",".","0.6","0.4",".","0.3","."
"Special","","18","3.361","38.9","11.1","38.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","522","3.534","35.8","10.0","11.3","1.0","2.3",".",".","34.1",".",".",".","5.4","0.2",".",".","."
"Prof Yr 1","","3","4.000","33.3",".",".",".",".",".",".","33.3",".",".",".","33.3",".",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","6","3.500",".","16.7",".",".",".",".",".","83.3",".",".",".",".",".",".",".","."
"Professionals","","10","3.357","10.0","10.0","10.0",".",".",".",".","60.0",".",".",".","10.0",".",".",".","."
"","Dept. Total","1267","3.284","39.2","10.0","20.3","2.3","9.3","0.9","0.2","14.7",".",".",".","2.6","0.3",".","0.2","."
