"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","",""
"1st-Yr Seminar: Biological Sci","101
001","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"1st-Yr Seminar: Humanities","102
001","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"1st-Yr Seminar: Natural Sci","104
001","20","3.525","45.0","15.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"1st-Yr Smr: Soc Sci, Ethnic St","118
001","20","3.700","85.0",".","10.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","250
001","11","3.750","63.6","18.2","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","250
002","9","3.854","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
003","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
004","13","3.968","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
005","14","3.636","64.3","21.4","7.1",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"","250
006","13","3.766","84.6","7.7",".",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"","250
007","13","3.741","61.5","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
008","18","3.890","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
009","10","3.810","80.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","250
010","15","3.959","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
011","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Research Experience","Course Total","144","3.848","79.9","14.6","2.8","0.7","0.7","1.4",".",".",".",".",".",".",".",".",".","."
"Paradigms&Process-Acad Inquiry","315
001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"L&S Junior/Senior Seminar","400
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics: Grad Stdts in Teaching","701
001","12","3.960","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"INTER-LS
502","Dept. Total","254","3.838","81.9","10.2","5.9","0.4","0.4","0.8","0.4",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","145","3.788","77.2","11.7","9.0",".",".","1.4","0.7",".",".",".",".",".",".",".",".","."
"Sophomore","","64","3.892","84.4","10.9","3.1","1.6",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","17","3.903","88.2","5.9",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Senior","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","242","3.833","81.4","10.3","6.2","0.4","0.4","0.8","0.4",".",".",".",".",".",".",".",".","."
"Graduate","","12","3.960","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","254","3.838","81.9","10.2","5.9","0.4","0.4","0.8","0.4",".",".",".",".",".",".",".",".","."
