"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"","990
071","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
075","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","55","",".",".",".",".",".",".",".","85.5","",".",".",".","10.9",".",".","3.6","."
"ZOOLOGY
970","Dept. Total","3546","3.005","27.6","13.7","28.1","7.6","15.6","3.7","1.0","1.5","",".","0.7",".","0.2","0.0","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","492","2.650","14.2","14.2","28.7","9.1","24.6","6.9","2.2",".","",".",".",".",".",".",".",".","."
"Sophomore","","1161","2.922","20.2","14.0","35.1","9.2","17.6","3.2","0.6",".","",".",".",".",".",".",".",".","0.2"
"Junior","","787","3.044","28.7","12.6","29.9","7.1","15.2","3.9","1.3","0.1","",".","0.9",".",".",".","0.1",".","0.1"
"Senior","","855","3.183","36.5","15.8","22.2","6.7","12.2","3.4","0.9","0.1","",".","2.1",".",".",".","0.1",".","."
"Undergraduates","","3295","2.981","25.6","14.1","29.6","8.0","16.7","4.0","1.1","0.1","",".","0.8",".",".",".","0.1",".","0.1"
"Special","","54","3.581","53.7","14.8","18.5","1.9",".","1.9",".","5.6","",".",".",".",".","1.9","1.9",".","."
"Graduate","","194","3.651","54.1","6.2","7.2","1.5","2.1",".",".","24.2","",".",".",".","3.1",".",".","1.5","."
"Prof Yr 1","","2","3.800","50.0","50.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","3","3.875","66.7","33.3",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","3546","3.005","27.6","13.7","28.1","7.6","15.6","3.7","1.0","1.5","",".","0.7",".","0.2","0.0","0.1","0.1","0.1"
