"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"","349
002","13","3.385","30.8","46.2","15.4",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"","349
003","17","3.029","17.6","17.6","52.9",".","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"Engineering Design Projects","Course Total","30","3.183","23.3","30.0","36.7",".","3.3","3.3","3.3",".",".",".",".",".",".",".",".","."
"Advanced Graphic Analysis","350
001","19","3.553","10.5","89.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","361
001","73","2.664","17.8","15.1","21.9","19.2","8.2","12.3","5.5",".",".",".",".",".",".",".",".","."
"","002
361","64","2.633","17.2","14.1","18.8","18.8","17.2","7.8","6.3",".",".",".",".",".",".",".",".","."
"Thermodynamics","Course Total","137","2.650","17.5","14.6","20.4","19.0","12.4","10.2","5.8",".",".",".",".",".",".",".",".","."
"","363
001","33","2.879","18.2","21.2","15.2","21.2","18.2","6.1",".",".",".",".",".",".",".",".",".","."
"","363
002","57","3.114","12.3","28.1","35.1","19.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"Fluid Dynamics","Course Total","90","3.028","14.4","25.6","27.8","20.0","10.0","2.2",".",".",".",".",".",".",".",".",".","."
"","364
001","43","3.047","27.9","23.3","11.6","18.6","11.6","7.0",".",".",".",".",".",".",".",".",".","."
"","364
002","35","2.814","8.6","22.9","40.0","14.3","2.9","5.7","5.7",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","Course Total","78","2.942","19.2","23.1","24.4","16.7","7.7","6.4","2.6",".",".",".",".",".",".",".",".","."
"Engr Measurements Lab","368
001","77","3.130","27.3","15.6","35.1","10.4","7.8","2.6","1.3",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory","370
001","47","2.798","10.6","10.6","38.3","12.8","25.5","2.1",".",".",".",".",".",".",".",".",".","."
"Mechanical Dissection","379
001","7","3.143","42.9","28.6","14.3",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"","417
001","15","3.433","33.3","26.7","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","417
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","417
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","417
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Polymer Processing","Course Total","21","3.475","28.6","38.1","23.8","4.8",".",".",".",".",".",".",".",".","4.8",".",".","."
"","418
001","28","3.607","35.7","50.0","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","418
002","27","3.519","33.3","33.3","29.6",".",".",".",".",".",".",".",".",".","3.7",".",".","."
"","418
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Engr Design with Polymers","Course Total","57","3.573","35.1","40.4","21.1",".",".",".",".",".",".",".",".",".","3.5",".",".","."
"Stat Expermntl Design-Engrs","424
001","14","3.500","28.6","42.9","14.3","7.1",".",".",".",".","7.1",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Metal Cutting","429
001","13","3.591","38.5","23.1","23.1",".",".",".",".","15.4",".",".",".",".",".",".",".","."
"Introduction to Robotics","439
001","13","3.346","38.5","23.1","15.4","15.4","7.7",".",".",".",".",".",".",".",".",".",".","."
"","446
001","15","3.233","26.7","33.3","20.0","13.3",".","6.7",".",".",".",".",".",".",".",".",".","."
"","446
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","446
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","446
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Automatic Controls","Course Total","23","3.304","30.4","34.8","13.0","17.4",".","4.3",".",".",".",".",".",".",".",".",".","."
"Kinemtcs&Dynmcs-Machine Sys","451
001","14","3.214","42.9","28.6","7.1",".","14.3",".","7.1",".",".",".",".",".",".",".",".","."
"Internal Combustion Engines","469
001","32","3.177","25.0","21.9","21.9","18.8","9.4",".",".","3.1",".",".",".",".",".",".",".","."
"","489
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","3","***","","","","","","","","","","","","","","","",""
"","491
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","491
005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","491
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
