"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","223
003","19","3.316","26.3","21.1","42.1","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","220","3.573","53.2","20.9","17.7","5.5","2.3",".","0.5",".",".",".",".",".",".",".",".","."
"","224
001","19","3.211","47.4",".","26.3",".","26.3",".",".",".",".",".",".",".",".",".",".","."
"","224
002","20","3.250","30.0","20.0","30.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","224
003","25","3.700","64.0","20.0","12.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"","224
004","23","3.739","65.2","21.7","8.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","224
005","17","3.882","82.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
006","20","3.575","65.0","10.0","15.0","5.0",".","5.0",".",".",".",".",".",".",".",".",".","."
"","224
007","21","3.476","42.9","19.0","33.3",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","224
008","23","3.739","82.6","8.7","4.3",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"","224
009","19","3.737","57.9","31.6","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
10","24","3.563","45.8","20.8","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
11","22","3.500","50.0","13.6","22.7",".","9.1",".",".",".",".",".",".",".",".",".","4.5","."
"Intro-Hispanic Literatures","Course Total","233","3.582","57.5","16.3","18.5","1.7","4.7","0.4","0.4",".",".",".",".",".",".",".","0.4","."
"","226
001","16","3.500","50.0","6.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
002","19","3.389","15.8","47.4","26.3","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"","226
003","20","3.700","80.0","10.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","004
226","18","2.778","11.1","5.6","44.4","5.6","33.3",".",".",".",".",".",".",".",".",".",".","."
"","226
005","20","3.725","60.0","25.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
006","18","2.794","5.6","5.6","38.9","33.3","11.1",".",".","5.6",".",".",".",".",".",".",".","."
"","226
007","19","3.316","21.1","31.6","42.1",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
008","18","3.278","27.8","38.9","16.7","5.6","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"","226
009","20","3.750","65.0","20.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
010","20","3.175","15.0","25.0","55.0",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"","226
011","19","2.500",".","10.5","36.8","5.3","42.1","5.3",".",".",".",".",".",".",".",".",".","."
"","226
012","17","3.206","23.5","23.5","35.3","5.9","11.8",".",".",".",".",".",".",".",".",".",".","."
"","226
013","18","3.861","72.2","27.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
014","20","3.789","65.0","20.0","10.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","226
015","18","3.417","27.8","38.9","27.8",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","226
016","17","3.265","23.5","23.5","41.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","226
017","20","3.350","25.0","30.0","35.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
018","19","2.921",".","15.8","57.9","21.1","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
019","18","3.111","22.2","5.6","44.4","27.8",".",".",".",".",".",".",".",".",".",".",".","."
"","226
020","20","2.950","15.0","20.0","40.0","10.0","10.0",".","5.0",".",".",".",".",".",".",".",".","."
"","226
021","18","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
022","20","3.575","40.0","35.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
023","19","3.237","15.8","31.6","42.1","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
024","18","3.528","38.9","27.8","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
025","20","3.375","25.0","30.0","40.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","469","3.333","32.6","23.0","31.1","6.0","5.5","0.6","0.4","0.6",".",".",".",".",".",".",".","."
"","311
001","18","3.500","38.9","22.2","38.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
002","19","3.711","68.4","15.8","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","311
003","18","3.361","27.8","27.8","38.9",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","311
004","19","3.553","36.8","42.1","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","311
005","20","2.800","10.0","15.0","35.0","15.0","20.0","5.0",".",".",".",".",".",".",".",".",".","."
