"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Pract in World Lang (K-12)","243
001","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum-Secondary Sci Ed","290
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practm-Secondry Sch English","296
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","305
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","","20","3.725","90.0",".",".","5.0",".",".","5.0",".",".",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","Course Total","","35","3.843","94.3",".",".","2.9",".",".","2.9",".",".",".",".",".",".",".",".","."
"","322
001","","21","3.952","95.2",".","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","25","3.960","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
003","","22","3.977","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teachng Art","Course Total","","68","3.963","94.1","4.4","1.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Choral Music-Sec Schl","332
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Gen Music-Elem School","333
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Instrum Music-Elem","335
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","337
003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Teaching Music","Course Total","","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","340
001","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","340
002","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","340
003","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elementary Educ Practicum One","Course Total","","74","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Teaching World Languages (K-8)","342
001","","12","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
001","","25","3.960","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
002","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
003","","21","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Music","Course Total","","69","3.978","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pract: Soc Studies-Sec Schl","358
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum in Math-Sec Schl","361
001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","362
001","","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
002","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
004","","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
006","","8","3.786","75.0",".",".","12.5",".",".",".","12.5",".",".",".",".",".",".",".","."
"Drama in Education","Course Total","","44","3.872","79.5","13.6","2.3","2.3",".",".",".","2.3",".",".",".",".",".",".",".","."
"","364
001","","24","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
002","","25","3.720","56.0","32.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
003","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Education","Course Total","","74","3.851","77.0","16.2","6.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","367
001","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
002","","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
003","","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
004","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum II","Course Total","","72","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
