"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","221
004","196","2.756","24.5","9.7","21.4","10.2","23.0","6.6","4.1","0.5",".",".",".",".",".",".",".","."
"","005
221","216","2.671","19.9","11.6","24.1","9.7","21.3","7.9","5.6",".",".",".",".",".",".",".",".","."
"","221
006","163","2.709","16.6","12.9","27.0","11.0","22.7","5.5","4.3",".",".",".",".",".",".",".",".","."
"","007
221","145","2.642","22.1","11.7","18.6","12.4","17.2","11.7","5.5",".",".",".",".",".",".","0.7",".","."
"Calculus&Analytic Geometry","Course Total","1163","2.653","20.3","11.0","21.1","10.5","24.1","7.4","5.4","0.2",".",".",".",".",".","0.1",".","."
"","222
001","205","2.730","11.7","12.2","29.8","20.0","19.5","3.9","2.4",".","0.5",".",".",".",".",".",".","."
"","222
002","165","2.424","16.4","4.8","24.2","6.7","26.1","17.0","4.2",".",".",".",".",".",".","0.6",".","."
"","222
003","168","2.670","14.9","12.5","22.0","14.3","28.6","4.8","3.0",".",".",".",".",".",".",".",".","."
"","222
004","127","2.639","10.2","14.2","29.9","15.0","16.5","11.0","2.4","0.8",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","665","2.622","13.4","10.8","26.5","14.3","22.9","8.7","3.0","0.2","0.2",".",".",".",".","0.2",".","."
"","234
001","125","2.652","12.0","10.4","24.8","24.0","20.8","4.8","3.2",".",".",".",".",".",".",".",".","."
"","234
002","282","2.472","19.1","3.9","28.4","6.7","20.6","13.8","7.4",".",".",".",".",".",".",".",".","."
"","003
234","143","2.780","16.8","16.8","27.3","16.1","11.9","6.3","4.9",".",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","550","2.593","16.9","8.7","27.3","13.1","18.4","9.8","5.8",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","240
001","40","2.788","25.0","12.5","22.5","10.0","15.0","12.5","2.5",".",".",".",".",".",".",".",".","."
"Topics in Calculus I","275
001","13","3.538","46.2","15.4","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study in Math","298
015","69","",".",".",".",".",".",".",".",".",".","98.6","1.4",".",".",".",".","."
"Theory-Interst & Life Insur","303
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Math Statistics","309
001","10","3.150",".","40.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","319
001","48","2.865","29.2","14.6","22.9","8.3","10.4","8.3","6.3",".",".",".",".",".",".",".",".","."
"","002
319","73","3.377","52.1","12.3","15.1","5.5","12.3","2.7",".",".",".",".",".",".",".",".",".","."
"","319
003","29","3.241","34.5","17.2","24.1","10.3","13.8",".",".",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","150","3.187","41.3","14.0","19.3","7.3","12.0","4.0","2.0",".",".",".",".",".",".",".",".","."
"","320
001","79","2.797","16.5","13.9","27.8","19.0","13.9","6.3","2.5",".",".",".",".",".",".",".",".","."
"","320
002","71","2.444","14.1","4.2","31.0","2.8","29.6","14.1","4.2",".",".",".",".",".",".",".",".","."
"","320
003","54","2.713","24.1","13.0","18.5","14.8","9.3","18.5","1.9",".",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","204","2.652","17.6","10.3","26.5","12.3","18.1","12.3","2.9",".",".",".",".",".",".",".",".","."
"","321
001","18","1.944","22.2",".","5.6",".","38.9","11.1","22.2",".",".",".",".",".",".",".",".","."
"","321
002","36","2.343","5.6","8.3","25.0","13.9","27.8","11.1","5.6","2.8",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","Course Total","54","2.208","11.1","5.6","18.5","9.3","31.5","11.1","11.1","1.9",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","12","3.583","50.0","25.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro:Prob&Markov Chain Mod","331
001","24","3.083","25.0","16.7","45.8",".","4.2","4.2","4.2",".",".",".",".",".",".",".",".","."
"","340
002","23","3.024","26.1","13.0","21.7","17.4","8.7",".","4.3","4.3",".",".",".",".","4.3",".",".","."
"","340
003","35","3.129","17.1","22.9","37.1","14.3","8.6",".",".",".",".",".",".",".",".",".",".","."
"","340
004","18","3.111","27.8","16.7","22.2","16.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"","340
005","24","3.104","29.2","12.5","33.3","8.3","12.5","4.2",".",".",".",".",".",".",".",".",".","."
"","340
006","34","2.235","5.9","11.8","23.5","17.6","20.6","2.9","17.6",".",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","134","2.875","19.4","15.7","28.4","14.9","13.4","1.5","5.2","0.7",".",".",".",".","0.7",".",".","."
"Linear Algebra","341
001","24","2.792","33.3","8.3","20.8","8.3","16.7",".","12.5",".",".",".",".",".",".",".",".","."
"Multi-Var Calc & Linear Alg","375
001","24","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Theory of Single Variable Calc","421
001","16","3.438","25.0","37.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","431
001","36","2.600","19.4","11.1","22.2","5.6","22.2","11.1","5.6","2.8",".",".",".",".",".",".",".","."
"","431
002","35","2.803","25.7","8.6","25.7","11.4","8.6","8.6","5.7",".",".",".",".",".","2.9","2.9",".","."
