"HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Amer Hist to Civil War Era","101","001","200","3.545","33.0","53.5","10.5","1.5",".",".","1.5",".",".",".",".",".",".",".",".","."
"Amer Hist-Civil War-Present","102","001","284","3.343","26.8","31.0","26.8","9.2","1.4","1.1","0.4","3.5",".",".",".",".",".",".",".","."
"Intro-E Asian History:China","103","001","149","3.264","19.5","34.2","38.3","3.4","1.3","0.7","2.0","0.7",".",".",".",".",".",".",".","."
"Intro-E Asian History:Japan","104","001","62","3.298","27.4","35.5","27.4","4.8",".","1.6","3.2",".",".",".",".",".",".",".",".","."
"The Ancient Mediterranean","110","001","100","3.384","23.0","45.0","20.0","7.0","4.0",".",".","1.0",".",".",".",".",".",".",".","."
"Medieval Europe 410-1500","115","001","68","3.320","20.6","33.8","32.4","7.4","1.5","1.5",".","2.9",".",".",".",".",".",".",".","."
"Europe&Mod World 1815-On","120","001","197","3.089","14.2","25.9","36.0","12.7","5.6","1.0","1.5","1.0","0.5",".",".",".",".",".","1.5","."
"English History to 1688","123","001","67","3.304","16.4","34.3","41.8","7.5",".",".",".",".",".",".",".",".",".",".",".","."
"British Hist: 1688-Present","124","001","133","3.205","24.8","27.8","27.8","11.3","3.0","3.8","0.8","0.8",".",".",".",".",".",".",".","."
"","200","001","21","3.667","66.7","28.6",".",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"","200","003","25","3.280","12.0","36.0","48.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Historical Studies","","Course Total","46","3.457","37.0","32.6","26.1","2.2",".",".","2.2",".",".",".",".",".",".",".",".","."
"Islam Wrld:MidEast,500-1500","205","001","84","3.421","41.7","31.0","13.1","3.6","4.8","1.2","2.4","1.2",".",".",".",".",".",".","1.2","."
"Explorations in Amer Hist (S)","222","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","223","001","16","3.250","18.8","50.0","25.0",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"","223","002","27","3.140","11.1","18.5","48.1","14.8",".",".",".",".",".",".",".",".",".",".","7.4","."
"","223","003","19","3.167","15.8","21.1","36.8","21.1",".",".",".",".",".",".",".",".",".","5.3",".","."
"Exploration-European Hist (H)","","Course Total","62","3.178","14.5","27.4","38.7","12.9",".",".","1.6",".",".",".",".",".",".","1.6","3.2","."
"Exploration-3rd World Hist (H)","225","001","86","3.413","33.7","31.4","26.7","4.7","1.2","2.3",".",".",".",".",".",".",".",".",".","."
"Modern Latin America","242","001","125","3.256","31.2","27.2","20.0","8.8","7.2","4.0",".",".",".",".",".",".",".","1.6",".","."
"SE Asia:Vietnam to Philipns","244","001","37","3.469","27.0","37.8","13.5","5.4","2.7",".",".",".",".",".",".",".",".",".","13.5","."
"American Business History","247","001","117","2.841","11.1","23.1","29.1","20.5","7.7","2.6","5.1","0.9",".",".",".",".",".",".",".","."
"Civs of India-Modern Period","252","001","45","3.443","22.2","46.7","24.4","4.4",".",".",".","2.2",".",".",".",".",".",".",".","."
"Africa: Introductory Survey","277","001","52","2.920","21.2","15.4","23.1","15.4","15.4","3.8","1.9","3.8",".",".",".",".",".",".",".","."
"Intro-Byzantine History&Civ","313","001","29","3.130","17.2","34.5","20.7","13.8",".","3.4","3.4",".",".",".",".",".",".","6.9",".","."
"The Vietnam Wars","319","001","142","3.347","21.8","37.3","24.6","2.8","3.5",".","1.4","7.7","0.7",".",".",".",".",".",".","."
"Sci Revol:Copernicus-Newton","323","001","19","2.974","36.8",".","36.8","5.3","10.5","5.3","5.3",".",".",".",".",".",".",".",".","."
"Cap, Soc, Democ-Am 1890 on","327","001","13","2.545","7.7","7.7","23.1","23.1","7.7","15.4",".","15.4",".",".",".",".",".",".",".","."
"Women & Gender in US to 1870","353","001","33","3.326","24.2","33.3","30.3","9.1","3.0",".",".",".",".",".",".",".",".",".",".","."
"French Revolution 1685-1799","358","001","75","3.049","10.7","21.3","38.7","14.7","6.7","1.3",".","5.3",".",".",".",".",".",".","1.3","."
"Modern Britain: 1485-1660","361","001","51","3.116","7.8","29.4","49.0","5.9","3.9","2.0",".","2.0",".",".",".",".",".",".",".","."
"Rev&Natlism-Ireland,1780-On","365","001","137","3.026","19.0","26.3","23.4","16.8","8.0","4.4","1.5","0.7",".",".",".",".",".",".",".","."
"Medieval Monasticism","366","001","48","3.403","20.8","41.7","18.8","6.3","2.1",".",".","10.4",".",".",".",".",".",".",".","."
"Bible in the Middle Ages","368","001","19","3.412","21.1","31.6","36.8",".",".",".",".","10.5",".",".",".",".",".",".",".","."
"Islam in Iran","379","001","38","3.059","5.3","28.9","31.6","18.4","5.3",".",".",".",".",".",".",".",".","10.5",".","."
"United States, 1877-1914","395","001","65","3.208","23.1","29.2","27.7","10.8","4.6","1.5","1.5","1.5",".",".",".",".",".",".",".","."
"Immigratn&Assimlatn-Am Hist","403","001","59","3.604","45.8","27.1","18.6","1.7","1.7",".",".","5.1",".",".",".",".",".",".",".","."
"History-American Education","412","001","87","3.372","32.2","29.9","26.4","6.9","1.1","1.1","1.1","1.1",".",".",".",".",".",".",".","."
"History of Soviet Russia","419","001","66","3.023","19.7","22.7","28.8","10.6","9.1",".","4.5","4.5",".",".",".",".",".",".",".","."
"Russian Social&Intel Hist","420","001","54","3.094","29.6","22.2","22.2","11.1","3.7","1.9","5.6","3.7",".",".",".",".",".",".",".","."
"Amer Foreign Rel, 1763-1901","433","001","42","3.313","14.3","47.6","23.8","9.5","2.4",".",".","2.4",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 218 of 399",""
