"Seminar in Art Education","951
001","","2","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
059","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
061","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Independent Reading","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","","",""
"ART ED
176","Dept. Total","","67","3.874","83.6","6.0","10.4","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"176
ART ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","45","3.900","86.7","6.7","6.7","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","45","3.900","86.7","6.7","6.7","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","12","3.708","66.7","8.3","25.0","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","10","3.963","90.0",".","10.0","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","67","3.874","83.6","6.0","10.4","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
